SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ROBERT BRACKER ELEMENTARY,121 CAMINO DIEZ MANDAMIENTOS,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,41,98%,0%,100%,95%,0%,95%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PUBLIC,41,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,RN,PUBLIC,56,91%,9%,100%,91%,9%,100%,89%,11%,100%,93%,7%,100%,100%,0%,100%,11%,0%,9%
ROBISON ELEMENTARY SCHOOL,2745 E 18TH ST,TUCSON,PIMA,85716,YES,RN,PUBLIC,47,98%,0%,98%,98%,0%,98%,96%,0%,96%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ROBLES ELEMENTARY SCHOOL,10451 S SASABE RD,TUCSON,PIMA,85736,NO,,PUBLIC,61,92%,2%,100%,93%,2%,100%,93%,2%,100%,95%,2%,100%,98%,2%,100%,2%,0%,2%
ROBSON ELEMENTARY SCHOOL,2122 E PUEBLO AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,79,94%,3%,100%,95%,3%,100%,95%,4%,100%,97%,3%,100%,100%,0%,100%,4%,0%,3%
ROGERS RANCH SCHOOL,6735 S 47TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,125,91%,6%,98%,93%,6%,99%,92%,7%,99%,94%,5%,99%,95%,5%,100%,7%,0%,5%
RON WATSON MIDDLE SCHOOL,9851 E 28TH ST,YUMA,YUMA,85365,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RONALD REAGAN FUNDAMENTAL SCHOOL,3200 W 16TH ST,YUMA,YUMA,85364,YES,Both,PUBLIC,66,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ROOSEVELT ELEMENTARY SCHOOL,828 S VALENCIA,MESA,MARICOPA,85202,YES,RN,PUBLIC,83,96%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
ROOSEVELT SCHOOL,550 W 5TH ST,YUMA,YUMA,85364,NO,,PUBLIC,38,92%,5%,100%,95%,5%,100%,92%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
ROSKRUGE BILINGUAL K-8 SCHOOL,501 E 6TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,37,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ROUND VALLEY INTERMEDIATE SCHOOL,165 S BROWN ST,EAGAR,APACHE,85925,NO,,PUBLIC,125,88%,5%,100%,90%,5%,100%,93%,5%,100%,94%,5%,100%,95%,5%,100%,5%,0%,5%
ROVER ELEMENTARY SCHOOL,1300 E WATSON DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,71,92%,6%,100%,93%,6%,100%,93%,6%,100%,96%,4%,100%,97%,3%,100%,6%,0%,1%
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,79,84%,11%,100%,89%,11%,100%,89%,11%,100%,95%,4%,100%,95%,5%,100%,11%,0%,1%
RUTH FISHER ELEMENTARY SCHOOL,38201 W INDIAN SCHOOL RD,TONOPAH,MARICOPA,85354,NO,,PUBLIC,84,92%,5%,99%,92%,5%,99%,80%,5%,85%,93%,5%,98%,89%,5%,94%,5%,2%,5%
RUTH POWELL ELEMENTARY SCHOOL,1041 S 14TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,67,97%,0%,100%,94%,0%,100%,94%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SACATON ELEMENTARY,SKILL CENTER RD,SACATON,PINAL,85247,YES,RN,PUBLIC,83,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SACRED HEART CATHOLIC SCHOOL,207 W OAK ST,NOGALES,SANTA CRUZ,85621,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SACRED HEART ELEMENTARY SCHOOL,131 N SUMMIT AVE,PRESCOTT,YAVAPAI,86301,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SADDLEBACK ELEMENTARY SCHOOL,18600 N PORTER RD,MARICOPA,PINAL,85138,YES,RN,PUBLIC,62,97%,2%,100%,97%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,26,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAHUARITA PRIMARY SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,,PUBLIC,201,98%,2%,100%,97%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SAHUARO RANCH ELEMENTARY SCHOOL,10401 N 63RD AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,75,93%,0%,93%,99%,0%,99%,92%,0%,92%,96%,0%,96%,99%,0%,99%,0%,0%,0%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,54,96%,2%,100%,96%,2%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,4%,0%,0%
SAINT AGNES CATHOLIC SCHOOL,2311 E PALM LN,PHOENIX,MARICOPA,85006,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT AMBROSE SCHOOL,300 S TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT ANTHONY CATHOLIC SCHOOL,1400 E OWENS,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,501 E 2ND ST,CASA GRANDE,PINAL,85122,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CATHERINE OF SIENA SCHOOL,6413 S CENTRAL AVE,PHOENIX,MARICOPA,85042,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,PIMA,85712,NO,,PRIVATE,41,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT ELIZABETH ANN SETON SCHOOL,8650 N SHANNON RD,TUCSON,PIMA,85742,YES,RN,PRIVATE,34,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT FRANCIS XAVIER SCHOOL,4715 N CENTRAL AVE,PHOENIX,MARICOPA,85012,YES,RN,PRIVATE,56,98%,2%,100%,95%,5%,100%,95%,5%,100%,93%,7%,100%,95%,5%,100%,7%,0%,2%
SAINT GREGORY SCHOOL,3440 N 18TH AVE,PHOENIX,MARICOPA,85015,YES,LPN,PRIVATE,45,91%,7%,98%,91%,7%,98%,91%,7%,98%,93%,7%,100%,91%,7%,98%,7%,0%,7%
SAINT JEROME CATHOLIC SCHOOL,10815 N 35TH AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT JOHN THE EVANGELIST SCHOOL,600 W AJO WAY,TUCSON,PIMA,85713,NO,,PRIVATE,49,94%,2%,100%,96%,0%,100%,96%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
SAINT JOHN VIANNEY CATHOLIC SCHOOL,539 LA PASADA BLVD,GOODYEAR,MARICOPA,,NO,,PRIVATE,44,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SAINT JOHN XXIII CATHOLIC SCHOOL,16235 N 60TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PRIVATE,68,94%,6%,100%,94%,6%,100%,93%,7%,100%,93%,7%,100%,94%,6%,100%,9%,0%,6%
SAINT JOSEPH CATHOLIC SCHOOL,215 S CRAYCROFT RD,TUCSON,PIMA,85711,NO,,PRIVATE,22,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT LOUIS THE KING SCHOOL,4331 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,24,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT MARK'S EARLY CHILDHOOD CENTER,1431 W MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT MARY-BASHA CATHOLIC SCHOOL,200 W GALVESTON ST,CHANDLER,MARICOPA,85225,YES,RN,PRIVATE,37,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
SAINT MICHAEL INDIAN SCHOOL,1 LUPTON RD,SAINT MICHAELS,APACHE,86511,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,PIMA,85711,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT PETER INDIAN MISSION SCHOOL,1500 N ST PETER RD,BAPCHULE,PINAL,85121,YES,RN,PRIVATE,22,95%,0%,100%,95%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT PETER'S EPISCOPAL MONTESSORI SCHOOL,400 S OLD LITCHFIELD RD,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAINT THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,MARICOPA,85018,YES,RN,PRIVATE,30,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,0%,3%,0%
SAINT THOMAS AQUINAS GRADE SCHOOL,13720 W THOMAS RD,AVONDALE,MARICOPA,85392,NO,,PRIVATE,41,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,4510 N 24TH ST,PHOENIX,MARICOPA,85016,YES,RN,PRIVATE,47,96%,4%,100%,96%,4%,100%,96%,4%,100%,94%,6%,100%,96%,4%,100%,6%,0%,4%
SAINT TIMOTHY CATHOLIC SCHOOL,2520 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PRIVATE,22,95%,5%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,95%,5%,100%,5%,0%,5%
SAINT VINCENT DE PAUL CATHOLIC SCHOOL,3130 N 51ST AVE,PHOENIX,MARICOPA,85031,NO,,PRIVATE,45,89%,2%,91%,89%,2%,91%,78%,2%,80%,89%,2%,91%,89%,2%,91%,2%,2%,2%
SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,PIMA,85719,YES,RN,PRIVATE,34,97%,3%,100%,97%,3%,100%,100%,0%,100%,97%,3%,100%,100%,0%,100%,3%,0%,0%
SAINTS SIMON AND JUDE SCHOOL,6351 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,RN,PRIVATE,40,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SALIDA DEL SOL ELEMENTARY,910 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,140,94%,0%,100%,96%,0%,100%,95%,0%,100%,99%,0%,100%,98%,0%,98%,3%,0%,0%
SALOME ELEMENTARY SCHOOL,SAGUARO ST AND MAIN ST,SALOME,LA PAZ,85348,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALT RIVER ELEMENTARY SCHOOL,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256,YES,LPN,PRIVATE,64,98%,2%,100%,98%,2%,100%,98%,2%,100%,97%,2%,100%,98%,2%,100%,2%,0%,2%
SAM HUGHES ELEMENTARY SCHOOL,700 N WILSON AVE,TUCSON,PIMA,85719,YES,RN,PUBLIC,57,98%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAN CAYETANO ELEMENTARY SCHOOL,1412 W FRONTAGE RD,RIO RICO,SANTA CRUZ,85648,YES,RN,PUBLIC,92,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SAN FERNANDO ELEMENTARY SCHOOL,1 SCHOOLHOUSE DR,SASABE,PIMA,85633,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAN FRANCISCO DE ASIS CATHOLIC SCHOOL,1600 E RTE 66,FLAGSTAFF,COCONINO,86001,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,59,97%,3%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,3%,2%,3%
SAN SIMON SCHOOL,INTERSTATE 10 BUSINESS LOOP,SAN SIMON,COCHISE,85632,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAN TAN CHARTER SCHOOL,3959 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,LPN,CHARTER,73,75%,16%,92%,73%,18%,100%,74%,18%,100%,78%,18%,100%,81%,19%,100%,19%,0%,19%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,132,96%,4%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,5%,0%,4%
SAN TAN HEIGHTS ELEMENTARY,2500 W SAN TAN HEIGHTS BLVD,QUEEN CREEK,PINAL,85142,YES,RN,PUBLIC,55,82%,0%,82%,82%,0%,82%,78%,0%,78%,93%,0%,93%,95%,0%,95%,0%,0%,0%
SAN XAVIER MISSION SCHOOL,1980 W SAN XAVIER RD,TUCSON,PIMA,85746,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,80,94%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
SANDERS ELEMENTARY SCHOOL,"I-40, HWY 191",SANDERS,APACHE,86512,NO,,PUBLIC,42,95%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,92,86%,5%,91%,89%,7%,96%,90%,7%,97%,91%,7%,98%,93%,7%,100%,7%,0%,3%
SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,4840 E. ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,54,89%,11%,100%,87%,13%,100%,89%,11%,100%,91%,9%,100%,89%,11%,100%,13%,6%,9%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,70,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,PIMA,85713,YES,RN,PRIVATE,24,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SANTA CRUZ ELEMENTARY,19845 N COSTA DEL SOL,MARICOPA,PINAL,85239,YES,RN,PUBLIC,71,92%,6%,100%,93%,6%,100%,92%,6%,100%,93%,4%,100%,96%,4%,100%,10%,0%,10%
SANTA FE ELEMENTARY SCHOOL,9880 N 77TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,92,95%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,3%,1%,3%
SANTA ROSA ELEMENTARY SCHOOL,21400 N SANTA ROSA DR,MARICOPA,PINAL,85239,YES,RN,PUBLIC,36,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,3%,0%,0%
SANTAN ELEMENTARY SCHOOL,1550 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,72,96%,4%,100%,93%,6%,100%,94%,6%,100%,94%,6%,100%,96%,4%,100%,3%,0%,3%
SARAH MARLEY SCHOOL,735 7TH ST,DOUGLAS,COCHISE,85607,NO,,PUBLIC,57,95%,0%,100%,98%,0%,100%,98%,0%,100%,96%,0%,100%,98%,0%,98%,0%,0%,0%
SATORI,3801 N 1ST AVE,TUCSON,PIMA,85719,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCALES TECHNOLOGY ACADEMY,1115 W 5TH ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,71,96%,4%,100%,96%,4%,100%,96%,4%,100%,99%,1%,100%,99%,1%,100%,6%,0%,1%
SCOTTSDALE CHILD CARE & LEARNING CENTER @ CAREFREE,2717 W CAREFREE HWY,PHOENIX,MARICOPA,85085,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOTTSDALE CHRISTIAN ACADEMY,14400 N TATUM BLVD,PHOENIX,MARICOPA,85032,YES,RN,PRIVATE,53,66%,34%,100%,68%,32%,100%,70%,30%,100%,74%,26%,100%,79%,21%,100%,34%,2%,19%
SCOTTSDALE COUNTRY DAY SCHOOL,10460 N 56TH ST,SCOTTSDALE,MARICOPA,85253,NO,,CHARTER,30,83%,17%,100%,83%,13%,100%,67%,27%,93%,73%,27%,100%,83%,17%,100%,27%,0%,13%
SEBA DALKAI BOARDING SCHOOL,1 MILE W OF HWY 87,SEBA DALKAI,NAVAJO,86047,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,86336,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SELF DEVELOPMENT ACADEMY PHOENIX,1515 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,NO,,CHARTER,37,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,95%,3%,97%,5%,0%,3%
SELF DEVELOPMENT CHARTER SCHOOL,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,92,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,SELIGMAN,YAVAPAI,86337,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SENITA VALLEY ELEMENTARY SCHOOL,10750 E BILBY RD,TUCSON,PIMA,85747,NO,,PUBLIC,94,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,4%,0%,3%
SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MESA,MARICOPA,85204,NO,,CHARTER,57,88%,2%,98%,89%,2%,98%,86%,2%,98%,93%,2%,98%,95%,2%,96%,2%,0%,2%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA LEHI CHARTER SCHOOL,2331 N HORNE,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA PATHWAY ACADEMY,19265 N. PORTER RD,MARICOPA,PINAL,85138,NO,,CHARTER,78,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
SEQUOIA SCHOOL FOR THE DEAF AND HARD OF HEARING,1460 S HORNE,MESA,MARICOPA,85204,YES,RN,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEQUOIA VILLAGE,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901,NO,,CHARTER,29,66%,34%,100%,69%,31%,100%,59%,41%,100%,69%,31%,100%,79%,21%,100%,41%,0%,31%
SEQUOYA ELEMENTARY SCHOOL,11808 N 64TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,83,96%,4%,100%,95%,5%,100%,94%,6%,100%,93%,7%,100%,96%,4%,100%,12%,0%,1%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,76,99%,1%,100%,97%,3%,100%,95%,4%,100%,100%,0%,100%,100%,0%,100%,4%,0%,4%
SEVILLA PRIMARY SCHOOL,3801 W MISSOURI AVE,PHOENIX,MARICOPA,85019,YES,LPN,PUBLIC,200,97%,1%,99%,98%,1%,99%,97%,1%,99%,100%,1%,100%,100%,1%,100%,1%,0%,1%
SHARP,7302 E. ADOBE ST,MESA,MARICOPA,85207,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,117,92%,4%,100%,95%,4%,100%,94%,3%,100%,97%,2%,100%,99%,1%,100%,3%,0%,0%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,76,96%,1%,100%,96%,1%,100%,99%,1%,100%,100%,0%,100%,99%,1%,100%,1%,0%,0%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,63,97%,3%,100%,97%,3%,100%,94%,6%,100%,97%,3%,100%,97%,3%,100%,8%,0%,3%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,85,96%,4%,100%,98%,2%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,4%,1%,4%
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,44,93%,2%,95%,98%,2%,100%,93%,2%,95%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,48,96%,2%,100%,96%,4%,100%,98%,2%,100%,94%,4%,100%,100%,0%,100%,2%,2%,2%
SKULL VALLEY ELEMENTARY SCHOOL,3150 S OLD SKULL VALLEY RD,SKULL VALLEY,YAVAPAI,86338,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,NO,,PUBLIC,43,98%,2%,100%,98%,2%,100%,95%,5%,100%,98%,2%,100%,95%,5%,100%,7%,0%,2%
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,85043,NO,,PUBLIC,69,77%,12%,99%,77%,12%,99%,80%,4%,99%,88%,12%,100%,97%,3%,100%,9%,0%,3%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,54%,46%,100%,54%,46%,100%,54%,46%,100%,46%,54%,100%,54%,46%,100%,54%,0%,50%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,NO,,PUBLIC,84,88%,12%,100%,88%,12%,100%,88%,12%,100%,88%,12%,100%,88%,12%,100%,12%,1%,8%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,77,82%,8%,95%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,4%,4%
