SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
INSPIRATION MOUNTAIN SCHOOL,5757 WEST INSPIRATION MOUNTAIN PARKWAY,PHOENIX,MARICOPA,85083,YES,RN,PUBLIC,49,88%,12%,100%,85.7%,14.3%,100.0%,85.7%,14.3%,100.0%,93.9%,4.1%,100.0%,93.9%,6.1%,100.0%,14.3%,0.0%,4.1%
SCHOLARS ACADEMY SUNNYSLOPE,1055 EAST HEARN ROAD,PHOENIX,MARICOPA,85022,NO,,CHARTER,37,73%,5%,78%,73.0%,5.4%,78.4%,73.0%,5.4%,78.4%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,5.4%,0.0%,5.4%
IMMACULATE CONCEPTION ELEMENTARY SCHOOL,501 S AVENUE B,YUMA,YUMA,85364,NO,,PRIVATE,22,95%,5%,100%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
"SPORTS LEADERSHIP, ARTS, AND MANAGEMENT ACADEMY",1938 EAST APACHE BOULEVARD,TEMPE,MARICOPA,85281,NO,,CHARTER,<20,87%,0%,87%,93.3%,0.0%,93.3%,86.7%,0.0%,86.7%,86.7%,0.0%,86.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LAURA N. BANKS ELEMENTARY,3200 S LEAD FLOWER AVE,TUCSON,PIMA,85735,YES,RN,PUBLIC,52,98%,2%,100%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
MISSION VIEW ELEMENTARY SCHOOL,2600 S 8TH AVE,TUCSON,PIMA,85713,YES,RN,PUBLIC,42,90%,0%,90%,97.6%,0.0%,97.6%,92.9%,0.0%,92.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IMMACULATE HEART ACADEMY,410 E MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,<20,94%,6%,100%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,87.5%,12.5%,100.0%,93.8%,6.3%,100.0%,12.5%,0.0%,6.3%
ACADEMY OF MATH AND SCIENCE ADVANCED VIRTUAL ACADEMY,3002 SOUTH PRIEST DRIVE,TEMPE,MARICOPA,85282,NO,,CHARTER,<20,75%,25%,100%,81.3%,18.8%,100.0%,81.3%,18.8%,100.0%,81.3%,18.8%,100.0%,81.3%,18.8%,100.0%,18.8%,6.3%,0.0%
ACAA ELEMENTARY ARIZONA CONSERVATORY FOR ARTS AND ACADEMICS K-5,16454 NORTH 28TH AVENUE,PHOENIX,MARICOPA,85083,NO,,CHARTER,<20,65%,35%,100%,60.0%,40.0%,100.0%,65.0%,35.0%,100.0%,65.0%,35.0%,100.0%,70.0%,30.0%,100.0%,35.0%,0.0%,25.0%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,23,96%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.7%,0.0%,100.0%,0.0%,0.0%,0.0%
SEQUOIA PATHFINDER AT VERRADO WAY ,20370 WEST ROOSEVELT STREET,BUCKEYE,MARICOPA,85326,NO,,CHARTER,45,84%,16%,100%,82.2%,17.8%,100.0%,84.4%,15.6%,100.0%,88.9%,11.1%,100.0%,93.3%,6.7%,100.0%,17.8%,0.0%,6.7%
ASU PREP DIGITAL,1130 EAST UNIVERSITY DRIVE,TEMPE,MARICOPA,85281,NO,,CHARTER,100,68%,13%,81%,67.0%,13.0%,80.0%,69.0%,13.0%,82.0%,80.0%,13.0%,93.0%,83.0%,13.0%,96.0%,13.0%,0.0%,13.0%
BRAVIE T SOTO ELEMENTARY,1201 MAIN STREET,SOMERTON,YUMA,85350,NO,,PUBLIC,28,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUN VALLEY ELEMENTARY,3667 SAN LUIS LANE,SAN LUIS,YUMA,86336,YES,LPN,PUBLIC,27,100%,0%,100%,96.3%,0.0%,96.3%,100.0%,0.0%,100.0%,96.3%,0.0%,96.3%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SUNSET ELEMENTARY SCHOOL,30919 WEST WHITE TANK VISTA DRIVE,TONPAH,MARICOPA,85396,NO,,PUBLIC,117,83%,8%,92%,82.9%,7.7%,93.2%,83.8%,7.7%,92.3%,88.0%,7.7%,96.6%,91.5%,7.7%,99.1%,7.7%,0.0%,7.7%
PUSCH RIDGE CHRISTIAN ACADEMY SOUTH,5951 SOUTH 12TH AVENUE,TUCSON,PIMA,85706,NO,,PRIVATE,23,96%,4%,100%,95.7%,4.3%,100.0%,87.0%,4.3%,91.3%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
GREAT HEARTS ROOSEVELT,555 SOUTH JACKRABBIT TRAIL,BUCKEYE,MARICOPA,85326,YES,RN,CHARTER,94,87%,12%,100%,86.2%,12.8%,100.0%,86.2%,12.8%,100.0%,91.5%,7.4%,100.0%,92.6%,7.4%,100.0%,12.8%,0.0%,7.4%
LINCOLN ELEMENTARY SCHOOL,201 PARK AVE,PRESCOTT,YAVAPAI,86303,YES,RN,PUBLIC,57,81%,9%,89%,80.7%,8.8%,89.5%,78.9%,7.0%,86.0%,89.5%,7.0%,96.5%,87.7%,8.8%,96.5%,8.8%,0.0%,8.8%
ASU PREP PILGRIM'S REST,1401 EAST JEFFERSON STREET,PHOENIX,MARICOPA,85034,NO,,CHARTER,<20,90%,10%,100%,80.0%,10.0%,100.0%,90.0%,10.0%,100.0%,85.0%,10.0%,100.0%,90.0%,10.0%,100.0%,10.0%,0.0%,10.0%
TAYLOR HICKS SCHOOL,1845 CAMPBELL AVE,PRESCOTT,YAVAPAI,86301,YES,RN,PUBLIC,66,83%,11%,94%,83.3%,10.6%,93.9%,83.3%,10.6%,95.5%,86.4%,10.6%,97.0%,83.3%,10.6%,93.9%,10.6%,0.0%,10.6%
ABIA JUDD ELEMENTARY SCHOOL,1749 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,86305,YES,RN,PUBLIC,90,79%,12%,91%,78.9%,12.2%,91.1%,80.0%,12.2%,92.2%,85.6%,12.2%,97.8%,84.4%,12.2%,96.7%,12.2%,0.0%,12.2%
MYERS-GANOUNG ELEMENTARY SCHOOL,5000 E ANDREW ST,TUCSON,PIMA,85711,YES,RN,PUBLIC,46,98%,0%,98%,97.8%,0.0%,97.8%,93.5%,0.0%,93.5%,97.8%,0.0%,97.8%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,42,88%,10%,100%,85.7%,11.9%,100.0%,88.1%,11.9%,100.0%,92.9%,7.1%,100.0%,85.7%,14.3%,100.0%,7.1%,0.0%,7.1%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,48,83%,13%,96%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,89.6%,10.4%,100.0%,97.9%,0.0%,97.9%,12.5%,0.0%,0.0%
HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329,YES,RN,PUBLIC,40,83%,13%,95%,82.5%,12.5%,95.0%,82.5%,12.5%,95.0%,82.5%,12.5%,95.0%,82.5%,12.5%,95.0%,12.5%,0.0%,12.5%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,49,90%,8%,98%,91.8%,8.2%,100.0%,89.8%,10.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,10.2%,0.0%,8.2%
COYOTE SPRINGS ELEMENTARY SCHOOL,8101 E HWY 89A,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,85,87%,12%,99%,87.1%,11.8%,98.8%,87.1%,11.8%,98.8%,87.1%,11.8%,98.8%,80.0%,11.8%,91.8%,11.8%,0.0%,11.8%
OCHOA ELEMENTARY SCHOOL,101 W 25TH ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,24,96%,0%,96%,100.0%,0.0%,100.0%,95.8%,0.0%,95.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,56,91%,9%,100%,89.3%,10.7%,100.0%,87.5%,12.5%,100.0%,91.1%,8.9%,100.0%,91.1%,8.9%,100.0%,12.5%,0.0%,8.9%
CAMP VERDE ELEMENTARY SCHOOL,200 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,85,75%,15%,91%,75.3%,15.3%,90.6%,74.1%,14.1%,88.2%,83.5%,15.3%,98.8%,82.4%,14.1%,96.5%,15.3%,1.2%,12.9%
ASH FORK ELEMENTARY SCHOOL,46999 N 5TH ST,ASH FORK,YAVAPAI,86320,YES,RN,PUBLIC,<20,81%,13%,100%,81.3%,12.5%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,12.5%,0.0%,6.3%
SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,SELIGMAN,YAVAPAI,86337,YES,RN,PUBLIC,<20,79%,21%,100%,78.9%,21.1%,100.0%,78.9%,21.1%,100.0%,78.9%,21.1%,100.0%,78.9%,21.1%,100.0%,21.1%,0.0%,21.1%
HENRY HANK OYAMA,2700 S LA CHOLLA,TUCSON,PIMA,85713,YES,RN,PUBLIC,57,96%,4%,100%,94.7%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,3.5%,0.0%,3.5%
TERRITORIAL EARLY CHILDHOOD CENTER,1088 MAHAN LANE,CHINO VALLEY,YAVAPAI,86323,NO,,PUBLIC,162,69%,6%,75%,87.7%,6.2%,93.8%,69.8%,6.2%,75.9%,89.5%,4.9%,94.4%,88.9%,6.2%,95.1%,7.4%,0.0%,4.9%
CONGRESS ELEMENTARY SCHOOL,26400 S TENDERFOOT HILL RD,CONGRESS,YAVAPAI,85332,YES,RN,PUBLIC,<20,62%,8%,69%,61.5%,7.7%,69.2%,61.5%,7.7%,69.2%,84.6%,7.7%,92.3%,84.6%,7.7%,92.3%,7.7%,0.0%,0.0%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,31,90%,10%,100%,83.9%,9.7%,100.0%,80.6%,9.7%,100.0%,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,9.7%,0.0%,9.7%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,<20,88%,6%,100%,87.5%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,100.0%,0.0%,100.0%,6.3%,0.0%,6.3%
PUEBLO GARDENS ELEMENTARY SCHOOL,2210 E 33RD,TUCSON,PIMA,85713,YES,RN,PUBLIC,40,98%,0%,98%,97.5%,0.0%,97.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CLARKDALE-JEROME ELEMENTARY SCHOOL,1615 MAIN ST,CLARKDALE,YAVAPAI,86324,NO,,PUBLIC,49,63%,18%,82%,73.5%,18.4%,91.8%,69.4%,18.4%,87.8%,81.6%,18.4%,100.0%,98.0%,0.0%,98.0%,18.4%,0.0%,0.0%
COTTONWOOD COMMUNITY SCHOOL,500 E MINGUS AVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,57,84%,16%,100%,86.0%,14.0%,100.0%,84.2%,15.8%,100.0%,89.5%,10.5%,100.0%,94.7%,5.3%,100.0%,21.1%,0.0%,5.3%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,YES,RN,PUBLIC,30,80%,20%,100%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,20.0%,0.0%,3.3%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,66,82%,18%,100%,83.3%,16.7%,100.0%,77.3%,22.7%,100.0%,86.4%,13.6%,100.0%,87.9%,12.1%,100.0%,22.7%,0.0%,10.6%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,47,83%,17%,100%,83.0%,17.0%,100.0%,80.9%,19.1%,100.0%,76.6%,23.4%,100.0%,87.2%,12.8%,100.0%,29.8%,0.0%,10.6%
CHILDREN FIRST ACADEMY - PHOENIX,1648 S 16TH ST,PHOENIX,MARICOPA,85034,NO,,CHARTER,<20,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,<20,80%,20%,100%,80.0%,20.0%,100.0%,65.0%,35.0%,100.0%,80.0%,20.0%,100.0%,85.0%,15.0%,100.0%,35.0%,0.0%,10.0%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,52,90%,10%,100%,90.4%,9.6%,100.0%,84.6%,13.5%,98.1%,90.4%,9.6%,100.0%,88.5%,9.6%,98.1%,9.6%,0.0%,9.6%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,67%,33%,100%,66.7%,33.3%,100.0%,58.3%,37.5%,95.8%,66.7%,33.3%,100.0%,62.5%,37.5%,100.0%,37.5%,0.0%,33.3%
AMERICAN HERITAGE ACADEMY - COTTONWOOD,2030 E CHERRY ST,COTTONWOOD,YAVAPAI,86326,NO,,CHARTER,<20,80%,20%,100%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,20.0%,0.0%,20.0%
AMERICAN HERITAGE ACADEMY - CAMP VERDE,132 GENERAL CROOK TRAIL,CAMP VERDE,YAVAPAI,86322,NO,,CHARTER,<20,64%,7%,71%,71.4%,7.1%,78.6%,64.3%,7.1%,71.4%,71.4%,7.1%,78.6%,78.6%,7.1%,85.7%,7.1%,0.0%,7.1%
WILLOW CREEK CHARTER SCHOOL,2100 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,93%,7%,100%,92.9%,7.1%,100.0%,64.3%,35.7%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,42.9%,0.0%,7.1%
ACORN MONTESSORI CHARTER SCHOOL - WEST,7555 LONG LOOK DR,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,63,71%,5%,100%,74.6%,6.3%,100.0%,73.0%,4.8%,100.0%,93.7%,6.3%,100.0%,95.2%,4.8%,100.0%,6.3%,0.0%,4.8%
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,RN,PUBLIC,56,96%,2%,98%,96.4%,1.8%,98.2%,96.4%,1.8%,98.2%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,45%,50%,95%,40.0%,50.0%,90.0%,40.0%,50.0%,90.0%,45.0%,50.0%,95.0%,50.0%,50.0%,100.0%,50.0%,0.0%,50.0%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,67,87%,13%,100%,86.6%,13.4%,100.0%,85.1%,14.9%,100.0%,92.5%,7.5%,100.0%,89.6%,10.4%,100.0%,16.4%,0.0%,7.5%
ALICE BYRNE ELEMENTARY SCHOOL,811 W 16TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,43,79%,7%,86%,86.0%,7.0%,93.0%,88.4%,7.0%,95.3%,90.7%,7.0%,97.7%,93.0%,7.0%,100.0%,7.0%,0.0%,7.0%
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,52,90%,0%,90%,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C W MCGRAW ELEMENTARY SCHOOL,2345 S ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,77,97%,3%,100%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
ROBISON ELEMENTARY SCHOOL,2745 E 18TH ST,TUCSON,PIMA,85716,YES,RN,PUBLIC,43,93%,5%,98%,90.7%,4.7%,95.3%,93.0%,4.7%,97.7%,97.7%,0.0%,97.7%,97.7%,2.3%,100.0%,4.7%,0.0%,0.0%
O C JOHNSON SCHOOL,1201 12TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,60,97%,2%,100%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
PALMCROFT ELEMENTARY SCHOOL,901 PALMCROFT DR,YUMA,YUMA,85364,YES,RN,PUBLIC,71,90%,3%,94%,88.7%,2.8%,93.0%,90.1%,2.8%,93.0%,95.8%,2.8%,98.6%,95.8%,2.8%,98.6%,2.8%,0.0%,2.8%
PECAN GROVE ELEMENTARY SCHOOL,600 S 21ST AVE,YUMA,YUMA,85364,NO,,PUBLIC,32,91%,0%,91%,100.0%,0.0%,100.0%,81.3%,0.0%,81.3%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ROOSEVELT SCHOOL,550 W 5TH ST,YUMA,YUMA,85364,NO,,PUBLIC,44,95%,5%,100%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
JAMES B ROLLE SCHOOL,2711 ENGLER AVE,YUMA,YUMA,85365,YES,RN,PUBLIC,67,93%,1%,97%,92.5%,1.5%,97.0%,92.5%,1.5%,97.0%,94.0%,1.5%,97.0%,97.0%,1.5%,98.5%,1.5%,0.0%,1.5%
MARY A OTONDO ELEMENTARY SCHOOL,2251 OTONDO DR,YUMA,YUMA,85365,YES,RN,PUBLIC,155,89%,8%,99%,91.0%,8.4%,99.4%,92.3%,7.7%,100.0%,92.3%,7.1%,99.4%,92.9%,7.1%,100.0%,8.4%,0.0%,6.5%
DESERT MESA ELEMENTARY SCHOOL,2350 S AVENUE 7 1/2 E,YUMA,YUMA,85365,YES,RN,PUBLIC,128,95%,1%,96%,96.1%,0.8%,96.9%,94.5%,0.8%,95.3%,98.4%,0.8%,99.2%,99.2%,0.8%,100.0%,0.8%,0.0%,0.8%
SUNRISE ELEMENTARY SCHOOL,9943 S 28TH ST,YUMA,YUMA,85367,YES,RN,PUBLIC,98,98%,0%,98%,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,99.0%,0.0%,99.0%,0.0%,0.0%,0.0%
ORANGE GROVE ELEMENTARY SCHOOL,3525 W COUNTY 16 1/2 ST,SOMERTON,YUMA,85350,YES,RN,PUBLIC,53,98%,2%,100%,96.2%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
DESERT SONORA ELEMENTARY SCHOOL,301 N CARLISLE AVE,SOMERTON,YUMA,85350,NO,,PUBLIC,53,96%,0%,96%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,86,97%,0%,100%,98.8%,0.0%,100.0%,97.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,YES,RN,PUBLIC,51,96%,0%,98%,92.2%,0.0%,98.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,81,89%,0%,89%,90.1%,0.0%,90.1%,90.1%,0.0%,90.1%,98.8%,0.0%,98.8%,97.5%,0.0%,97.5%,0.0%,0.0%,0.0%
VALLE DEL ENCANTO LEARNING CENTER,400 N CESAR CHAVEZ AVE,SOMERTON,YUMA,85350,YES,LPN,PUBLIC,49,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PUEBLO ELEMENTARY SCHOOL,2803 W 20TH ST,YUMA,YUMA,85364,NO,,PUBLIC,65,94%,5%,100%,93.8%,4.6%,100.0%,93.8%,4.6%,100.0%,96.9%,3.1%,100.0%,93.8%,4.6%,100.0%,6.2%,6.2%,6.2%
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,73,89%,1%,90%,90.4%,1.4%,91.8%,90.4%,1.4%,91.8%,94.5%,1.4%,95.9%,94.5%,1.4%,95.9%,1.4%,0.0%,1.4%
VALLEY HORIZON ELEMENTARY SCHOOL,4501 W 20TH ST,YUMA,YUMA,85364,NO,,PUBLIC,82,99%,1%,100%,100.0%,0.0%,100.0%,97.6%,1.2%,100.0%,97.6%,1.2%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,1.2%
MESQUITE ELEMENTARY - YUMA,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,67,96%,3%,100%,94.0%,3.0%,100.0%,97.0%,3.0%,100.0%,95.5%,3.0%,100.0%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
ROSKRUGE BILINGUAL K-8 SCHOOL,501 E 6TH ST,TUCSON,PIMA,85705,YES,Both,PUBLIC,40,88%,3%,90%,87.5%,2.5%,90.0%,87.5%,2.5%,90.0%,95.0%,2.5%,97.5%,97.5%,2.5%,100.0%,2.5%,2.5%,2.5%
GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,YUMA,85364,YES,LPN,PUBLIC,91,99%,1%,100%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
MOHAWK VALLEY SCHOOL,5151 S AVENUE 39 E,ROLL,YUMA,85347,NO,,PUBLIC,<20,93%,0%,93%,93.3%,0.0%,93.3%,93.3%,0.0%,93.3%,93.3%,0.0%,93.3%,93.3%,0.0%,93.3%,13.3%,0.0%,0.0%
WELLTON ELEMENTARY SCHOOL,29126 SAN JOSE AVE,WELLTON,YUMA,85356,YES,RN,PUBLIC,<20,88%,0%,88%,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,0.0%,0.0%,0.0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,51,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
RIO COLORADO ELEMENTARY SCHOOL,1055 N MAIN ST,SAN LUIS,YUMA,85349,NO,,PUBLIC,60,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ARIZONA DESERT ELEMENTARY SCHOOL,1245 N MAIN ST,SAN LUIS,YUMA,85349,NO,,PUBLIC,82,99%,0%,100%,98.8%,0.0%,100.0%,98.8%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CESAR CHAVEZ ELEMENTARY,1130 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,101,99%,1%,100%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,1.0%
DESERT VIEW ELEMENTARY - SAN LUIS,1508 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,103,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,85701,YES,RN,PUBLIC,22,82%,0%,86%,81.8%,0.0%,86.4%,86.4%,0.0%,90.9%,95.5%,0.0%,95.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ED PASTOR ELEMENTARY 4,985 N 6TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,106,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VIEW ACADEMY,3777 W 16TH ST,YUMA,YUMA,85364,NO,,CHARTER,167,93%,7%,100%,94.0%,6.0%,100.0%,93.4%,6.6%,100.0%,95.8%,3.6%,100.0%,95.2%,4.2%,99.4%,7.2%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - YUMA,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,91,98%,2%,100%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
HARVEST PREPARATORY ACADEMY - SAN LUIS,1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,45,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLAKE PRIMARY SCHOOL,701 S NAVAJO AVE,PARKER,LA PAZ,85344,NO,,PUBLIC,109,94%,5%,98%,93.6%,4.6%,98.2%,93.6%,4.6%,98.2%,93.6%,4.6%,98.2%,93.6%,4.6%,98.2%,4.6%,0.0%,4.6%
