SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_NURSE,SCHOOL_NURSE_TYPE,ENROLLED,ADDRESS_1,CITY,STATE,ZIP,COUNTY,ENROLLED_WEBSITE,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Stetson Hills Elementary,Public,Y,RN,130,25475 N STETSON HILLS LOOP,PHOENIX,AZ,85083,MARICOPA COUNTY,GREATER THAN,97.7%,2.3%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,99.2%,0.8%,100.0%,96.9%,3.1%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,9.2%,0.8%,0.0%
Steven R Jasinski Elementary School,Public,N,,117,4280 S 246TH AVE,BUCKEYE,AZ,85326,MARICOPA COUNTY,GREATER THAN,94.0%,4.3%,98.3%,96.6%,1.7%,99.1%,90.6%,6.8%,98.3%,94.9%,4.3%,99.1%,94.9%,5.1%,100.0%,95.7%,2.6%,98.3%,100.0%,0.0%,100.0%,6.8%,2.6%,0.0%
Stevenson Elementary School,Public,Y,RN,106,638 S 96TH ST,MESA,AZ,85208,MARICOPA COUNTY,GREATER THAN,99.1%,0.9%,100.0%,98.1%,1.9%,100.0%,97.2%,2.8%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,98.1%,1.9%,100.0%,2.8%,0.0%,0.9%
Sullivan,Public,N,,73,2 N 31ST AVE,PHOENIX,AZ,85009,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Summit Academy,Public,Y,RN,88,1560 W SUMMIT PL,CHANDLER,AZ,85224,MARICOPA COUNTY,GREATER THAN,98.9%,0.0%,98.9%,88.6%,0.0%,93.2%,92.0%,0.0%,94.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,0.0%
Summit Of School Ahwatukee,Private,N,,27,4515 E MUIRWOOD DR,PHOENIX,AZ,85048,MARICOPA COUNTY,GREATER THAN,96.3%,3.7%,100.0%,85.2%,0.0%,85.2%,85.2%,0.0%,85.2%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,92.6%,3.7%,96.3%,0.0%,3.7%,0.0%
Summit School,Public,N,,< 20,33622 N MOUNTAIN VISTA BLVD,SAN TAN VALLEY,AZ,85142,PINAL COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summit View,Public,Y,RN,85,1900 E SUMMIT ST,TUCSON,AZ,85756,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sun Valley Charter School,Charter,N,,35,5806 S 35TH AVE,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,97.1%,2.9%,100.0%,91.4%,2.9%,100.0%,62.9%,2.9%,94.3%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
Sun Valley Elementary,Public,Y,LPN,97,8361 N 95TH AVE,PEORIA,AZ,85345,MARICOPA COUNTY,GREATER THAN,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,2.1%
Sun Valley Indian School (now Native American Christian Academy),Private,N,,< 20,8450 S SUN VALLEY RD,SUN VALLEY,AZ,86029,NAVAJO COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunburst Elementary School,Public,N,,91,14218 N 47TH AVE,GLENDALE,AZ,85306,MARICOPA COUNTY,GREATER THAN,95.6%,4.4%,100.0%,95.6%,3.3%,100.0%,95.6%,3.3%,100.0%,95.6%,4.4%,100.0%,96.7%,3.3%,100.0%,94.5%,5.5%,100.0%,98.9%,1.1%,100.0%,6.6%,0.0%,6.6%
Sundance Elementary School,Public,N,LPN,74,23800 W HADLEY ST,BUCKEYE,AZ,85326,MARICOPA COUNTY,GREATER THAN,95.9%,4.1%,100.0%,93.2%,4.1%,100.0%,93.2%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,4.1%,0.0%,4.1%
Sundance Elementary School,Public,Y,RN,72,7051 W CHOLLA ST,PEORIA,AZ,85345,MARICOPA COUNTY,GREATER THAN,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
Sunflower,Public,Y,RN,< 20,5490 W PARADISE LN,GLENDALE,AZ,85306,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunland Elementary School,Public,Y,LPN,68,5401 S 7TH AVE,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,98.5%,1.5%,100.0%,97.1%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
Sunnyslope Elementary School,Public,N,,97,245 E MOUNTAIN VIEW RD,PHOENIX,AZ,85020,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,99.0%,0.0%,100.0%,97.9%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
Sunrise Elementary School,Public,Y,LPN,67,17624 N 31ST AVE,PHOENIX,AZ,85053,MARICOPA COUNTY,GREATER THAN,94.0%,4.5%,98.5%,95.5%,3.0%,100.0%,94.0%,4.5%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,0.0%
Sunset Canyon,Public,N,,68,2727 E SIESTA LN,PHOENIX,AZ,85050,MARICOPA COUNTY,GREATER THAN,97.1%,2.9%,100.0%,95.6%,2.9%,100.0%,95.6%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
Sunset Elementary,Public,N,,83,4626 W MOUNTAIN VIEW RD,GLENDALE,AZ,85302,MARICOPA COUNTY,GREATER THAN,97.6%,0.0%,97.6%,95.2%,0.0%,96.4%,95.2%,0.0%,96.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sunset Heights Elementary School,Public,Y,RN,128,9687 W ADAM AVE,PEORIA,AZ,85382,MARICOPA COUNTY,GREATER THAN,99.2%,0.8%,100.0%,93.8%,4.7%,100.0%,93.8%,4.7%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,6.3%,0.0%,0.8%
Sunset Hills Elementary,Public,Y,,128,17825 W SIERRA MONTANA LOOP,SURPRISE,AZ,85388,MARICOPA COUNTY,GREATER THAN,96.9%,3.1%,100.0%,96.1%,3.9%,100.0%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,96.9%,3.1%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,8.6%,0.0%,0.8%
Sunset Ridge Elementary,Public,N,,86,8490 W MISSOURI AVE,GLENDALE,AZ,85305,MARICOPA COUNTY,GREATER THAN,98.8%,1.2%,100.0%,94.2%,2.3%,100.0%,93.0%,3.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,1.2%,2.3%
Sunset Ridge Elementary,Public,Y,RN,112,35707 N 33RD LN,PHOENIX,AZ,85086,MARICOPA COUNTY,GREATER THAN,89.3%,7.1%,96.4%,90.2%,7.1%,97.3%,87.5%,7.1%,94.6%,91.1%,6.3%,97.3%,91.1%,7.1%,98.2%,92.9%,3.6%,96.4%,100.0%,0.0%,100.0%,7.1%,7.1%,0.0%
Sunset Vista,Public,Y,LPN,94,7775 W ORANGEWOOD AVE,GLENDALE,AZ,85303,MARICOPA COUNTY,GREATER THAN,95.7%,4.3%,100.0%,81.9%,0.0%,84.0%,77.7%,0.0%,77.7%,95.7%,0.0%,95.7%,97.9%,0.0%,97.9%,96.8%,0.0%,96.8%,98.9%,0.0%,98.9%,1.1%,0.0%,0.0%
Superstition Springs Elementary,Public,Y,RN,106,7125 E MONTEREY AVE,MESA,AZ,85209,MARICOPA COUNTY,GREATER THAN,91.5%,8.5%,100.0%,84.9%,8.5%,100.0%,83.0%,10.4%,100.0%,94.3%,5.7%,100.0%,91.5%,8.5%,100.0%,93.4%,6.6%,100.0%,92.5%,7.5%,100.0%,13.2%,0.0%,5.7%
Surprise Elementary School,Public,Y,LPN,101,12907 W GREENWAY RD,EL MIRAGE,AZ,85335,MARICOPA COUNTY,GREATER THAN,99.0%,1.0%,100.0%,94.1%,0.0%,94.1%,93.1%,1.0%,94.1%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,1.0%,0.0%
Sweetwater Community School,Public,Y,RN,< 20,4215 E ANDORA DR,PHOENIX,AZ,85032,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweetwater School,Public,Y,RN,60,4602 W SWEETWATER AVE,GLENDALE,AZ,85304,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
System Phoenix,Charter,N,,21,1301 E ALMERIA RD,PHOENIX,AZ,85006,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,90.5%,0.0%,95.2%,90.5%,0.0%,95.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
T Dale Hancock Elementary,Public,N,,122,2425 S PLEASANT DR,CHANDLER,AZ,85286,MARICOPA COUNTY,GREATER THAN,99.2%,0.8%,100.0%,93.4%,4.1%,100.0%,93.4%,4.9%,100.0%,99.2%,0.8%,100.0%,98.4%,1.6%,100.0%,95.9%,4.1%,100.0%,99.2%,0.8%,100.0%,8.2%,0.0%,0.8%
T.g. Barr,Public,N,,57,2041 E VINEYARD RD,PHOENIX,AZ,85042,MARICOPA COUNTY,GREATER THAN,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,3.5%,0.0%,0.0%
Taft Elementary School,Public,Y,RN,85,9800 E QUARTERLINE RD,MESA,AZ,85207,MARICOPA COUNTY,GREATER THAN,96.5%,0.0%,96.5%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,3.5%,0.0%,1.2%
Tanque Verde Elementary School,Public,Y,RN,105,2600 N FENNIMORE AVE,TUCSON,AZ,85749,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,97.1%,1.9%,100.0%,96.2%,2.9%,100.0%,97.1%,2.9%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,5.7%,0.0%,0.0%
Tartesso Elementary School,Public,Y,,36,29677 W INDIANOLA AVE,BUCKEYE,AZ,85396,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,97.2%,0.0%,100.0%,97.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Taylor Intermediate School,Public,Y,RN,71,207 500 ST W,TAYLOR,AZ,85939,NAVAJO COUNTY,GREATER THAN,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,91.5%,8.5%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,8.5%,0.0%,0.0%
Teleos Preparatory Academy,Charter,N,,27,1401 E JEFFERSON ST,PHOENIX,AZ,85034,MARICOPA COUNTY,GREATER THAN,92.6%,0.0%,92.6%,96.3%,0.0%,100.0%,59.3%,0.0%,63.0%,92.6%,0.0%,92.6%,81.5%,0.0%,81.5%,81.5%,0.0%,81.5%,88.9%,0.0%,88.9%,0.0%,0.0%,0.0%
Telesis Preparatory,Charter,N,,38,2598 STARLITE LN,LAKE HAVASU CITY,AZ,86403,MOHAVE COUNTY,GREATER THAN,97.4%,0.0%,97.4%,97.4%,0.0%,100.0%,65.8%,0.0%,68.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Tempe Academy Of International Studies Mckemy Campus,Public,N,,115,2250 S COLLEGE AVE,TEMPE,AZ,85282,MARICOPA COUNTY,GREATER THAN,96.5%,3.5%,100.0%,93.0%,5.2%,98.3%,88.7%,5.2%,98.3%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,96.5%,3.5%,100.0%,97.4%,2.6%,100.0%,5.2%,0.0%,5.2%
Tempe Preparatory Academy,Charter,N,,69,1251 E SOUTHERN AVE,TEMPE,AZ,85282,MARICOPA COUNTY,GREATER THAN,95.7%,2.9%,98.6%,81.2%,2.9%,88.4%,81.2%,2.9%,88.4%,92.8%,2.9%,95.7%,91.3%,2.9%,94.2%,92.8%,2.9%,95.7%,95.7%,2.9%,98.6%,2.9%,0.0%,2.9%
Terramar Elementary,Public,Y,RN,110,7000 W HAPPY VALLEY RD,PEORIA,AZ,85383,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,97.3%,1.8%,100.0%,97.3%,1.8%,100.0%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.9%,0.9%
Tesseract School,Private,Y,RN,< 20,4800 E DOUBLETREE RANCH RD,PARADISE VALLEY,AZ,85253,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thatcher Elementary School,Public,Y,RN,142,1350 N 4TH AVE,THATCHER,AZ,85552,GRAHAM COUNTY,GREATER THAN,98.6%,1.4%,100.0%,87.3%,11.3%,99.3%,83.1%,15.5%,99.3%,96.5%,2.8%,99.3%,96.5%,2.8%,99.3%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,14.1%,0.7%,1.4%
The Aces,Private,N,,< 20,6815 W CACTUS RD,PEORIA,AZ,85381,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Berean Academy,Charter,N,,34,4699 E HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE COUNTY,GREATER THAN,91.2%,8.8%,100.0%,0.0%,91.2%,100.0%,20.6%,14.7%,35.3%,91.2%,0.0%,91.2%,88.2%,8.8%,97.1%,91.2%,8.8%,100.0%,85.3%,0.0%,85.3%,0.0%,0.0%,47.1%
The Center For Academic Success #4,Charter,N,,60,1415 F AVE,DOUGLAS,AZ,85607,COCHISE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,85.0%,0.0%,88.3%,78.3%,0.0%,81.7%,90.0%,0.0%,90.0%,90.0%,0.0%,90.0%,96.7%,0.0%,96.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
The Gregory School,Private,N,,37,3231 N CRAYCROFT RD,TUCSON,AZ,85712,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,97.3%,0.0%,100.0%,94.6%,2.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,2.7%,0.0%
The Jones Gordon School,Private,N,,< 20,16641 N 91ST ST STE 110,SCOTTSDALE,AZ,85260,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Peak School,Charter,N,,< 20,2016 N 1ST ST,FLAGSTAFF,AZ,86004,COCONINO COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Rising School,Charter,N,,< 20,7444 E BROADWAY BLVD,TUCSON,AZ,85710,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Shelby School,Charter,N,,< 20,249 W STANDAGE DR,PAYSON,AZ,85541,GILA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas A Edison School,Public,Y,RN,69,804 N 18TH ST,PHOENIX,AZ,85006,MARICOPA COUNTY,GREATER THAN,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Thompson Ranch Elementary,Public,Y,RN,111,11800 W THOMPSON RANCH RD,EL MIRAGE,AZ,85335,MARICOPA COUNTY,GREATER THAN,98.2%,0.9%,99.1%,91.9%,2.7%,94.6%,91.9%,2.7%,94.6%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,2.7%,0.0%,0.9%
Thornydale Elementary,Public,N,,48,7651 N OLDFATHER DR,TUCSON,AZ,85741,PIMA COUNTY,GREATER THAN,95.8%,2.1%,97.9%,87.5%,8.3%,95.8%,89.6%,8.3%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.3%,0.0%,0.0%
Thunderbird Christian Elementary,Private,N,,< 20,7440 E SUTTON DR,SCOTTSDALE,AZ,85260,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toltec Elementary School,Public,N,,48,3315 N TOLTEC RD,ELOY,AZ,85131,PINAL COUNTY,GREATER THAN,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,97.9%,0.0%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
Tonalea K-8,Public,Y,RN,192,6720 E CONTINENTAL DR,SCOTTSDALE,AZ,85257,MARICOPA COUNTY,GREATER THAN,99.0%,1.0%,100.0%,96.9%,2.6%,100.0%,96.9%,2.6%,100.0%,100.0%,0.0%,100.0%,99.5%,0.5%,100.0%,99.5%,0.5%,100.0%,100.0%,0.0%,100.0%,3.1%,2.6%,0.0%
Tonto Basin Elementary,Public,Y,RN,< 20,PO BOX 337,TONTO BASIN,AZ,85553,GILA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topock Elementary School,Public,N,,< 20,5083 TULE DR,TOPOCK,AZ,86436,MOHAVE COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Town And Country Elementary School,Public,Y,RN,57,1313 S LENZNER AVE,SIERRA VISTA,AZ,85635,COCHISE COUNTY,GREATER THAN,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
Towne Meadows Elementary School,Public,Y,,111,1101 N RECKER RD,GILBERT,AZ,85234,MARICOPA COUNTY,GREATER THAN,94.6%,5.4%,100.0%,89.2%,8.1%,98.2%,89.2%,8.1%,98.2%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,100.0%,0.0%,100.0%,94.6%,5.4%,100.0%,5.4%,0.0%,5.4%
Trailside Point Elementary,Public,Y,RN,127,7272 W VINEYARD RD,LAVEEN,AZ,85339,MARICOPA COUNTY,GREATER THAN,96.1%,3.1%,99.2%,92.9%,3.1%,98.4%,92.9%,3.1%,98.4%,96.1%,3.1%,99.2%,96.1%,3.1%,99.2%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,3.1%,0.0%,3.1%
Tres Rios Elementary,Public,N,,108,5025 S 103RD AVE,TOLLESON,AZ,85353,MARICOPA COUNTY,GREATER THAN,98.1%,1.9%,100.0%,89.8%,1.9%,92.6%,87.0%,1.9%,89.8%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,0.0%
Tri-city Christian Academy,Private,N,,< 20,2211 W GERMANN RD,CHANDLER,AZ,85286,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triivum Preparatory,Charter,Y,RN,129,2001 N BULLARD AVE,GOODYEAR,AZ,85395,MARICOPA COUNTY,GREATER THAN,95.3%,4.7%,100.0%,90.7%,4.7%,98.4%,90.7%,4.7%,98.4%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,4.7%,0.0%,4.7%
Trinity Christian School,Private,N,,< 20,2402 N USERY PASS RD,MESA,AZ,85207,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinity Christian School,Private,N,,24,1071 MOGOLLON RD,PRESCOTT,AZ,86301,YAVAPAI COUNTY,GREATER THAN,79.2%,20.8%,100.0%,79.2%,20.8%,100.0%,50.0%,50.0%,100.0%,75.0%,25.0%,100.0%,79.2%,20.8%,100.0%,79.2%,20.8%,100.0%,75.0%,25.0%,100.0%,50.0%,0.0%,0.0%
Trinity Lutheran Elementary School,Private,N,,< 20,830 E PLAZA CIR,LITCHFIELD PARK,AZ,85340,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triumphant Learning Center,Charter,N,,< 20,201 E MAIN ST,SAFFORD,AZ,85546,GRAHAM COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tse Ho Tso Middle School,Public,Y,RN,158,NAVAJO ROUTE HWY 12,FORT DEFIANCE,AZ,86504,APACHE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,93.0%,0.0%,93.7%,93.0%,0.0%,93.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Tsehootsooi Dine Bi Olta,Public,N,,< 20,NAVAJO ROUTE 12,FORT DEFIANCE,AZ,86504,APACHE COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuba City Jr. High School,Public,N,,103,404 S. MAIN STREET,TUBA CITY,AZ,86045,COCONINO COUNTY,GREATER THAN,97.1%,0.0%,97.1%,43.7%,0.0%,87.4%,33.0%,0.0%,76.7%,98.1%,0.0%,98.1%,99.0%,0.0%,99.0%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,0.0%,1.9%,0.0%
Tucson Country Day School,Charter,N,,67,9239 E WRIGHTSTOWN RD,TUCSON,AZ,85715,PIMA COUNTY,GREATER THAN,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,3.0%,0.0%,0.0%
Tucson Hebrew Academy,Private,N,,< 20,3888 E RIVER RD,TUCSON,AZ,85718,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson International Academy,Charter,N,,< 20,1230 E BROADWAY BLVD,TUCSON,AZ,85719,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson International Academy - East,Charter,N,,< 20,450 N PANTANO RD,TUCSON,AZ,85710,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson International Academy - West,Charter,N,,< 20,2700 W BROADWAY BLVD,TUCSON,AZ,85745,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
