SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ETHOS ACADEMY,8840 N. 43RD AVE,GLENDALE,MARICOPA,85302,NO,,CHARTER,31,96.8%,0.0%,96.8%,80.6%,0.0%,87.1%,74.2%,0.0%,80.6%,100.0%,0.0%,100.0%,96.8%,0.0%,96.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,89,96.6%,1.1%,100.0%,96.6%,0.0%,98.9%,95.5%,1.1%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,1.1%,0.0%
FAIRBANKS MIDDLE SCHOOL,1056 FAIRBANKS RD,MORENCI,GREENLEE,85540,NO,,PUBLIC,125,97.6%,2.4%,100.0%,81.6%,2.4%,84.0%,80.0%,2.4%,82.4%,96.8%,2.4%,99.2%,96.0%,2.4%,98.4%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.8%,2.4%
FAITH CHRISTIAN SCHOOL,6659 E UNIVERSITY DR.,MESA,MARICOPA,85205,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FALCON HILL ELEMENTARY SCHOOL,1645 N STERLING ST,MESA,MARICOPA,85207,YES,RN,PUBLIC,74,93.2%,6.8%,100.0%,91.9%,5.4%,100.0%,93.2%,4.1%,100.0%,93.2%,6.8%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,95.9%,4.1%,100.0%,6.8%,0.0%,6.8%
FEES MIDDLE SCHOOL,1600 E WATSON DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,339,97.6%,2.4%,100.0%,93.2%,2.1%,100.0%,92.9%,2.4%,100.0%,97.6%,2.4%,100.0%,98.2%,1.8%,100.0%,97.9%,2.1%,100.0%,98.2%,1.8%,100.0%,4.1%,0.0%,0.3%
FESTIVAL FOOTHILLS ELEMENTARY SCHOOL,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,NO,,PUBLIC,32,90.6%,6.3%,100.0%,93.8%,6.3%,100.0%,90.6%,9.4%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,9.4%,9.4%,3.1%
FIELD ELEMENTARY SCHOOL,2325 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,112,98.2%,1.8%,100.0%,95.5%,1.8%,97.3%,94.6%,1.8%,96.4%,98.2%,1.8%,100.0%,97.3%,2.7%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,1.8%,1.8%,0.9%
FINE ARTS ACADEMY,1700 S. 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,118,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,95.8%,0.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,1.7%,0.0%,1.7%
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,100,95.0%,5.0%,100.0%,88.0%,9.0%,97.0%,87.0%,10.0%,97.0%,96.0%,4.0%,100.0%,95.0%,5.0%,100.0%,92.0%,8.0%,100.0%,95.0%,5.0%,100.0%,14.0%,0.0%,14.0%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,99,90.9%,9.1%,100.0%,100.0%,0.0%,100.0%,89.9%,0.0%,89.9%,99.0%,1.0%,100.0%,97.0%,3.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,9.1%,0.0%,9.1%
FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,FLAGSTAFF,COCONINO,,NO,,PUBLIC,42,88.1%,11.9%,100.0%,88.1%,11.9%,100.0%,88.1%,11.9%,100.0%,88.1%,11.9%,100.0%,88.1%,11.9%,100.0%,85.7%,14.3%,100.0%,85.7%,14.3%,100.0%,14.3%,2.4%,11.9%
FLORENCE K-8,460 S PARK ST,FLORENCE,PINAL,85232,YES,RN,PUBLIC,91,89.0%,3.3%,92.3%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,93.4%,3.3%,96.7%,95.6%,3.3%,98.9%,96.7%,3.3%,100.0%,95.6%,3.3%,98.9%,3.3%,0.0%,3.3%
FOOTHILLS ACADEMY COLLEGE PREPARATORY,7191 E ASHLER HILLS DR,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOOTHILLS ELEMENTARY SCHOOL-85306,15808 N 63RD AVE,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,85,95.3%,4.7%,100.0%,94.1%,2.4%,100.0%,82.4%,3.5%,89.4%,96.5%,3.5%,100.0%,95.3%,4.7%,100.0%,97.6%,1.2%,98.8%,97.6%,2.4%,100.0%,4.7%,0.0%,1.2%
FORT THOMAS ELEMENTARY SCHOOL,15560 W ELEMENTARY RD,FORT THOMAS,GRAHAM,85536,YES,RN,PUBLIC,41,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FOUNTAIN HILLS MIDDLE SCHOOL,15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,106,97.2%,2.8%,100.0%,91.5%,8.5%,100.0%,90.6%,9.4%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,96.2%,2.8%,100.0%,97.2%,2.8%,100.0%,9.4%,0.0%,2.8%
FOUR PEAKS ELEMENTARY SCHOOL,1755 N IDAHO RD,APACHE JUNCTION,PINAL,85219,NO,,PUBLIC,106,99.1%,0.9%,100.0%,95.3%,1.9%,98.1%,95.3%,1.9%,98.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,1.9%,0.0%,1.9%
FOURTH AVENUE JUNIOR HIGH SCHOOL,450 4TH AVE,YUMA,YUMA,85364,NO,,PUBLIC,135,99.3%,0.7%,100.0%,97.8%,1.5%,100.0%,97.8%,1.5%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,0.7%,0.0%,0.7%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,138,98.6%,0.7%,100.0%,97.1%,0.7%,98.6%,97.1%,0.7%,98.6%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,0.7%,0.7%,0.7%
FRANKLIN AT ALMA ELEMENTARY,1313 W MEDINA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,41,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,,YES,RN,PUBLIC,98,95.9%,4.1%,100.0%,89.8%,8.2%,100.0%,86.7%,0.0%,100.0%,93.9%,6.1%,100.0%,91.8%,8.2%,100.0%,92.9%,7.1%,100.0%,100.0%,0.0%,100.0%,12.2%,0.0%,12.2%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,93,95.7%,4.3%,100.0%,93.5%,4.3%,100.0%,92.5%,5.4%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,95.7%,4.3%,100.0%,97.8%,2.2%,100.0%,6.5%,0.0%,2.2%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,57,89.5%,5.3%,94.7%,94.7%,5.3%,100.0%,38.6%,5.3%,82.5%,91.2%,5.3%,96.5%,89.5%,5.3%,98.2%,91.2%,5.3%,96.5%,91.2%,5.3%,96.5%,5.3%,0.0%,5.3%
FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRANKLIN WEST ELEMENTARY,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,59,100.0%,0.0%,100.0%,94.9%,5.1%,100.0%,89.8%,5.1%,96.6%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,5.1%,0.0%,1.7%
FREEDOM ACADEMY,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,NO,,CHARTER,42,88.1%,11.9%,100.0%,78.6%,19.0%,100.0%,78.6%,19.0%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,83.3%,16.7%,100.0%,90.5%,9.5%,100.0%,19.0%,0.0%,7.1%
FREEDOM ELEMENTARY SCHOOL,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,74,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FREEDOM TRADITIONAL ACADEMY,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374,NO,,PUBLIC,28,96.4%,3.6%,100.0%,92.9%,3.6%,96.4%,92.9%,3.6%,96.4%,92.9%,3.6%,96.4%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,92.9%,3.6%,96.4%,3.6%,0.0%,3.6%
FRONTIER ELEMENTARY SCHOOL,21258 N 81ST AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,112,98.2%,1.8%,100.0%,90.2%,8.9%,100.0%,90.2%,8.9%,100.0%,96.4%,3.6%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,99.1%,0.9%,100.0%,10.7%,0.0%,0.9%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,67,97.0%,3.0%,100.0%,88.1%,4.5%,100.0%,89.6%,4.5%,100.0%,97.0%,3.0%,100.0%,95.5%,4.5%,100.0%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,6.0%,0.0%,1.5%
FUTURE INVESTMENT MIDDLE SCHOOL,1854 S ALVERNON WAY,TUCSON,PIMA,85711,NO,,CHARTER,23,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,98,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,72,100.0%,0.0%,100.0%,95.8%,0.0%,100.0%,95.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,3700 E ALVORD RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,181,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.6%,0.0%,0.0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,81,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,0.0%
GANADO MIDDLE SCHOOL,HWY 264,GANADO,APACHE,86505,NO,,PUBLIC,109,100.0%,0.0%,100.0%,99.1%,0.0%,99.1%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,NO,,PUBLIC,123,97.6%,1.6%,100.0%,93.5%,4.9%,100.0%,93.5%,4.9%,100.0%,96.7%,2.4%,100.0%,97.6%,2.4%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,5.7%,0.0%,1.6%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,NO,,PUBLIC,57,100.0%,0.0%,100.0%,96.5%,0.0%,98.2%,96.5%,0.0%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,92,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,138,94.2%,5.8%,100.0%,76.1%,23.9%,100.0%,76.8%,23.2%,100.0%,94.2%,5.8%,100.0%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,94.2%,5.8%,100.0%,27.5%,0.7%,5.1%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,93,94.6%,5.4%,100.0%,87.1%,5.4%,92.5%,87.1%,5.4%,92.5%,93.5%,6.5%,100.0%,92.5%,7.5%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,11.8%,0.0%,8.6%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,82,100.0%,0.0%,100.0%,97.6%,0.0%,98.8%,97.6%,0.0%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,79,100.0%,0.0%,100.0%,92.4%,6.3%,98.7%,91.1%,6.3%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.3%,0.0%,0.0%
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,,YES,LPN,CHARTER,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,56,100.0%,0.0%,100.0%,94.6%,0.0%,100.0%,94.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA VISTA JR HIGH SCHOOL,2245 ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,176,99.4%,0.0%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,99.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.7%,0.0%,0.0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,58,93.1%,6.9%,100.0%,96.6%,3.4%,100.0%,75.9%,22.4%,100.0%,93.1%,6.9%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,94.8%,5.2%,100.0%,20.7%,1.7%,3.4%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,48,85.4%,14.6%,100.0%,85.4%,12.5%,100.0%,85.4%,12.5%,100.0%,87.5%,12.5%,100.0%,81.3%,18.8%,100.0%,81.3%,18.8%,100.0%,85.4%,14.6%,100.0%,29.2%,0.0%,14.6%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,58,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,275,97.1%,2.9%,100.0%,92.7%,2.9%,100.0%,92.7%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,85,97.6%,2.4%,100.0%,81.2%,2.4%,83.5%,75.3%,2.4%,77.6%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,97.6%,2.4%,100.0%,98.8%,1.2%,100.0%,3.5%,1.2%,1.2%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,83,91.6%,6.0%,97.6%,86.7%,6.0%,94.0%,79.5%,6.0%,97.6%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,6.0%,0.0%,6.0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,93,97.8%,1.1%,100.0%,96.8%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,0.0%
GLENDALE PREPARATORY ACADEMY,23276 N. 83RD AVE,PEORIA,MARICOPA,85383,YES,Both,CHARTER,106,95.3%,4.7%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,94.3%,5.7%,100.0%,95.3%,4.7%,100.0%,93.4%,6.6%,100.0%,95.3%,4.7%,100.0%,12.3%,0.0%,3.8%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,72,94.4%,2.8%,97.2%,83.3%,2.8%,86.1%,83.3%,2.8%,86.1%,95.8%,2.8%,98.6%,97.2%,2.8%,100.0%,95.8%,2.8%,98.6%,97.2%,2.8%,100.0%,2.8%,0.0%,2.8%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,93,100.0%,0.0%,100.0%,95.7%,0.0%,95.7%,93.5%,0.0%,93.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA EAST SCHOOL,3022 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,244,99.2%,0.8%,100.0%,92.2%,0.8%,95.1%,93.0%,0.4%,95.5%,99.2%,0.8%,100.0%,99.6%,0.4%,100.0%,99.6%,0.4%,100.0%,100.0%,0.0%,100.0%,0.8%,0.0%,0.0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.4%,0.0%,96.4%,71.4%,0.0%,71.4%,96.4%,0.0%,96.4%,100.0%,0.0%,100.0%,92.9%,0.0%,92.9%,0.0%,0.0%,0.0%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,,YES,RN,PUBLIC,271,96.7%,3.3%,100.0%,92.6%,7.0%,100.0%,91.5%,8.1%,100.0%,95.2%,4.8%,100.0%,95.6%,4.4%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,5.5%,0.0%,3.3%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,72,91.7%,8.3%,100.0%,88.9%,6.9%,95.8%,87.5%,8.3%,95.8%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,6.9%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,61,100.0%,0.0%,100.0%,93.4%,1.6%,95.1%,90.2%,1.6%,91.8%,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,98.4%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,1.6%,0.0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,106,93.4%,6.6%,100.0%,92.5%,7.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,93.4%,6.6%,100.0%,10.4%,0.0%,6.6%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,,YES,LPN,CHARTER,116,95.7%,4.3%,100.0%,90.5%,7.8%,100.0%,88.8%,0.0%,100.0%,85.3%,8.6%,94.0%,93.1%,6.9%,100.0%,92.2%,7.8%,100.0%,93.1%,6.9%,100.0%,12.1%,0.0%,0.0%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,128,95.3%,4.7%,100.0%,87.5%,12.5%,100.0%,88.3%,11.7%,100.0%,89.1%,10.9%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,96.1%,3.9%,100.0%,11.7%,3.9%,3.9%
GREAT HEARTS ACADEMIES - ARETE PREPARATORY ACADEMY,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,96,95.8%,4.2%,100.0%,89.6%,10.4%,100.0%,90.6%,9.4%,100.0%,92.7%,7.3%,100.0%,93.8%,6.3%,100.0%,94.8%,5.2%,100.0%,95.8%,4.2%,100.0%,13.5%,1.0%,3.1%
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,40,100.0%,0.0%,100.0%,92.5%,2.5%,95.0%,87.5%,2.5%,92.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.5%,2.5%,100.0%,100.0%,0.0%,100.0%,5.0%,0.0%,0.0%
GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,132,96.2%,3.8%,100.0%,94.7%,4.5%,100.0%,94.7%,4.5%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,6.1%,0.0%,1.5%
GRIDLEY MIDDLE SCHOOL,350 S HARRISON RD,TUCSON,PIMA,85748,YES,RN,PUBLIC,234,98.7%,0.0%,99.6%,98.3%,0.9%,99.1%,98.7%,0.9%,99.6%,99.1%,0.4%,100.0%,99.6%,0.4%,100.0%,99.6%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.4%,0.0%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,94,92.6%,7.4%,100.0%,89.4%,7.4%,96.8%,90.4%,7.4%,97.9%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,100.0%,0.0%,100.0%,7.4%,0.0%,5.3%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,137,97.1%,2.9%,100.0%,94.2%,5.1%,100.0%,93.4%,5.8%,100.0%,97.1%,2.9%,100.0%,96.4%,3.6%,100.0%,95.6%,4.4%,100.0%,97.1%,2.9%,100.0%,9.5%,0.0%,0.7%
