SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_NURSE,SCHOOL_NURSE_TYPE,ENROLLED,ADDRESS_1,CITY,STATE,ZIP,COUNTY,ENROLLED_WEBSITE,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Lone Mountain Elementary School,Public,N,,49,5250 E MONTGOMERY RD,CAVE CREEK,AZ,85331,MARICOPA COUNTY,GREATER THAN,91.8%,4.1%,95.9%,95.9%,4.1%,100.0%,93.9%,4.1%,98.0%,98.0%,2.0%,100.0%,95.9%,4.1%,100.0%,4.1%,0.0%,4.1%
Longfellow Elementary School,Public,Y,RN,77,345 S HALL,MESA,AZ,85204,MARICOPA COUNTY,GREATER THAN,96.1%,2.6%,98.7%,97.4%,2.6%,100.0%,97.4%,1.3%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,2.6%
Lookout Mountain School,Public,N,,133,15 W CORAL GABLES DR,PHOENIX,AZ,85023,MARICOPA COUNTY,GREATER THAN,91.7%,8.3%,100.0%,89.5%,9.8%,99.2%,92.5%,7.5%,100.0%,94.0%,5.3%,99.2%,96.2%,3.8%,100.0%,9.8%,0.0%,3.0%
Loretto Catholic School,Private,N,,≤ 20,1200 E 14TH ST,DOUGLAS,AZ,85607,COCHISE COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Los Amigos Elementary School,Public,Y,RN,106,2200 E DREXEL RD,TUCSON,AZ,85706,PIMA COUNTY,GREATER THAN,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Los Ninos Elementary,Public,Y,RN,64,5445 S ALVERNON WAY,TUCSON,AZ,85706,PIMA COUNTY,GREATER THAN,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,100.0%,0.0%,100.0%,98.4%,0.0%,98.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Lowell Elementary School,Public,Y,RN,73,920 E BROADWAY RD,MESA,AZ,85204,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Lowell School,Public,N,,64,1121 S 3RD AVE,PHOENIX,AZ,85003,MARICOPA COUNTY,GREATER THAN,96.9%,1.6%,98.4%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,1.6%
Luke Elementary School,Public,Y,LPN,94,7300 N DYSART RD,GLENDALE,AZ,85307,MARICOPA COUNTY,GREATER THAN,94.7%,1.1%,95.7%,95.7%,1.1%,96.8%,94.7%,1.1%,95.7%,97.9%,1.1%,98.9%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
Lulu Walker School,Public,N,,73,1750 W ROLLER COASTER RD,TUCSON,AZ,85704,PIMA COUNTY,GREATER THAN,95.9%,0.0%,95.9%,97.3%,0.0%,97.3%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Lynn Urquides Elementary School,Public,Y,,89,1573 W AJO WAY,TUCSON,AZ,85713,PIMA COUNTY,GREATER THAN,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mabel Padgett Elementary School,Public,Y,RN,96,15430 W TURNEY AVE,GOODYEAR,AZ,85395,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
Macarthur Elementary School,Public,Y,RN,77,1435 E MCLELLAN RD,MESA,AZ,85203,MARICOPA COUNTY,GREATER THAN,87.0%,11.7%,98.7%,87.0%,11.7%,98.7%,89.6%,10.4%,100.0%,85.7%,11.7%,97.4%,87.0%,11.7%,98.7%,10.4%,1.3%,10.4%
Madison Camelview Elementary,Public,N,,122,2002 E CAMPBELL AVE,PHOENIX,AZ,85016,MARICOPA COUNTY,GREATER THAN,95.1%,3.3%,98.4%,95.1%,3.3%,98.4%,96.7%,3.3%,100.0%,95.1%,3.3%,98.4%,96.7%,3.3%,100.0%,3.3%,0.0%,3.3%
Madison Elementary School,Public,Y,RN,48,849 S SUNNYVALE,MESA,AZ,85206,MARICOPA COUNTY,GREATER THAN,95.8%,4.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
Madison Heights Elementary School,Public,N,,76,7150 N 22ND ST,PHOENIX,AZ,85020,MARICOPA COUNTY,GREATER THAN,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Madison Richard Simis School,Public,N,,173,7302 N 10TH ST,PHOENIX,AZ,85020,MARICOPA COUNTY,GREATER THAN,95.4%,1.7%,97.1%,97.1%,1.7%,98.8%,97.1%,2.3%,99.4%,95.4%,2.9%,98.3%,96.5%,1.7%,98.3%,2.9%,0.0%,2.9%
Madison Rose Lane School,Public,Y,RN,162,1155 E ROSE LN,PHOENIX,AZ,85014,MARICOPA COUNTY,GREATER THAN,94.4%,4.3%,98.8%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
Madison Tradition Academy,Public,N,,78,925 E MARYLAND AVE,PHOENIX,AZ,85014,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.4%,2.6%,100.0%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,2.6%,1.3%,0.0%
Magical Journey Learning Center,Private,N,,≤ 20,1241 E CHANDLER BLVD STE 115,PHOENIX,AZ,85048,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Magma Ranch K-8,Public,Y,,62,10890 DESERT MOUNTAIN BLVD,FLORENCE,AZ,85132,PINAL COUNTY,GREATER THAN,67.7%,0.0%,67.7%,71.0%,0.0%,71.0%,71.0%,0.0%,71.0%,85.5%,0.0%,85.5%,91.9%,0.0%,91.9%,1.6%,0.0%,0.0%
Magnet Traditional,Public,Y,RN,43,2602 N 23RD AVE,PHOENIX,AZ,85009,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maie Bartlett Heard,Public,Y,LPN,39,2301 W THOMAS RD,PHOENIX,AZ,85015,MARICOPA COUNTY,GREATER THAN,92.3%,2.6%,94.9%,94.9%,2.6%,97.4%,92.3%,2.6%,94.9%,94.9%,2.6%,97.4%,97.4%,2.6%,100.0%,2.6%,0.0%,0.0%
Maine Consolidated School,Public,N,,≤ 20,10 SPRING VALLEY RD,PARKS,AZ,86018,COCONINO COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maldonado Amelia Elementary School,Public,Y,RN,54,3535 W MESSALA WAY,TUCSON,AZ,85746,PIMA COUNTY,GREATER THAN,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,1.9%
Mammoth Elementary School,Public,N,,≤ 20,111 W DUNGAN DR,MAMMOTH,AZ,85618,PINAL COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Manuel Pena Elementary,Public,Y,LPN,132,2550 N 25TH PL,PHOENIX,AZ,85008,MARICOPA COUNTY,GREATER THAN,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.0%,2.3%,99.2%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
Many Farms Elementary School,Public,Y,LPN,52,NORTH HWY 191,MANY FARMS,AZ,86503,APACHE COUNTY,GREATER THAN,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Manzanita Elementary School,Public,N,,109,8430 N 39TH AVE,PHOENIX,AZ,85051,MARICOPA COUNTY,GREATER THAN,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
Manzanita Elementary School,Public,N,,123,2601 DETROIT AVE,KINGMAN,AZ,86401,MOHAVE COUNTY,GREATER THAN,79.7%,10.6%,90.2%,81.3%,9.8%,91.1%,82.1%,8.9%,91.1%,89.4%,4.9%,94.3%,96.7%,3.3%,100.0%,10.6%,0.0%,3.3%
Manzo Elementary School,Public,Y,RN,43,855 N MELROSE AVE,TUCSON,AZ,85745,PIMA COUNTY,GREATER THAN,90.7%,4.7%,95.3%,93.0%,2.3%,95.3%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,4.7%
Maricopa Elementary School,Public,Y,RN,98,18150 N ALTERRA PKWY,MARICOPA,AZ,85139,PINAL COUNTY,GREATER THAN,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,95.9%,4.1%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,3.1%,1.0%,2.0%
Marilyn Thiele Wilson School,Public,Y,RN,91,5619 E GLADE AVE,MESA,AZ,85206,MARICOPA COUNTY,GREATER THAN,86.8%,0.0%,86.8%,86.8%,0.0%,86.8%,85.7%,0.0%,85.7%,89.0%,0.0%,89.0%,100.0%,0.0%,100.0%,8.8%,3.3%,0.0%
Marjorie W Estes Elementary School,Public,Y,RN,76,13650 N MCDUFF RD,MARANA,AZ,85653,PIMA COUNTY,GREATER THAN,93.4%,1.3%,94.7%,93.4%,2.6%,96.1%,93.4%,2.6%,96.1%,94.7%,1.3%,96.1%,94.7%,2.6%,97.4%,2.6%,1.3%,1.3%
Marley Park Elementary,Public,Y,LPN,116,15042 W SWEETWATER AVE,SURPRISE,AZ,85379,MARICOPA COUNTY,GREATER THAN,83.6%,6.0%,89.7%,81.0%,5.2%,86.2%,87.9%,7.8%,95.7%,75.0%,4.3%,79.3%,94.0%,4.3%,98.3%,33.6%,0.0%,0.0%
Marshall Humphrey Ii Elementary School,Public,N,,72,125 S 132ND ST,CHANDLER,AZ,85225,MARICOPA COUNTY,GREATER THAN,91.7%,8.3%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,6.9%,0.0%,5.6%
Marshall K-5 School,Public,Y,RN,51,9066 E 29TH ST,TUCSON,AZ,85710,PIMA COUNTY,GREATER THAN,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,0.0%,0.0%,0.0%
Marshall Ranch Elementary School,Public,Y,LPN,89,12995 N MARSHALL RANCH DR,GLENDALE,AZ,85304,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mary A. Otondo,Public,N,,126,2251 S OTONDO DR,YUMA,AZ,85365,YUMA COUNTY,GREATER THAN,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,0.0%,98.4%,1.6%,0.0%,1.6%
Mary Belle Mccorkle,Public,Y,RN,89,4455 S MISSION RD,TUCSON,AZ,85746,PIMA COUNTY,GREATER THAN,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
Mary C O'brien Elementary School,Public,Y,RN,≤ 20,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,,85294,PINAL COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary L Welty Elementary School,Public,Y,RN,63,1050 W CIMARRON ST,NOGALES,AZ,85621,SANTA CRUZ COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mary Mcleod Bethune School,Public,Y,RN,51,1310 S 15TH AVE,PHOENIX,AZ,85007,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maryland Elementary School,Public,N,,98,6503 N 21ST AVE,PHOENIX,AZ,85015,MARICOPA COUNTY,GREATER THAN,96.9%,1.0%,98.0%,98.0%,1.0%,99.0%,98.0%,1.0%,99.0%,98.0%,1.0%,99.0%,100.0%,0.0%,100.0%,1.0%,0.0%,1.0%
Maryvale Preparatory Academy,Public,N,,53,6301 W INDIAN SCHOOL RD,PHOENIX,AZ,85033,MARICOPA COUNTY,GREATER THAN,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,7.5%,0.0%,7.5%
Math And Science Success Academy,Charter,N,,52,434 W LERDO RD,TUCSON,AZ,85756,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maurice C Cash School,Public,Y,RN,94,3851 W ROESER RD,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,95.7%,0.0%,95.7%,96.8%,0.0%,96.8%,94.7%,0.0%,94.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maxine O Bush Elementary School,Public,Y,RN,43,602 E SIESTA DR,PHOENIX,AZ,85042,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mayer Elementary School,Public,N,,30,12568 E MAIN ST,MAYER,AZ,86333,YAVAPAI COUNTY,GREATER THAN,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,83.3%,16.7%,100.0%,86.7%,13.3%,100.0%,100.0%,0.0%,100.0%,26.7%,0.0%,13.3%
Mccartney Ranch Elementary School,Public,Y,RN,110,2631 N BROWN AVE,CASA GRANDE,AZ,85122,PINAL COUNTY,GREATER THAN,97.3%,0.0%,97.3%,97.3%,0.9%,98.2%,99.1%,0.9%,100.0%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
Mcdowell Mountain Elementary School,Public,N,,78,14825 N FAYETTE DR,FOUNTAIN HILLS,AZ,85268,MARICOPA COUNTY,GREATER THAN,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,88.5%,11.5%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,11.5%,0.0%,10.3%
Mcnary Elementary School,Public,N,,≤ 20,108 N. POLLOCK,MCNARY,AZ,85930,APACHE COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mcneal Elementary School,Public,N,,≤ 20,3979 MCNEAL ST,MC NEAL,AZ,85617,COCHISE COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melvin E Sine School,Public,Y,LPN,72,4932 W MYRTLE AVE,GLENDALE,AZ,85301,MARICOPA COUNTY,GREATER THAN,95.8%,0.0%,95.8%,97.2%,0.0%,97.2%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mendoza Elementary School,Public,Y,RN,64,5831 E MCLELLAN RD,MESA,AZ,85205,MARICOPA COUNTY,GREATER THAN,92.2%,7.8%,100.0%,90.6%,9.4%,100.0%,89.1%,10.9%,100.0%,89.1%,10.9%,100.0%,100.0%,0.0%,100.0%,9.4%,1.6%,0.0%
Mercury Mine Elementary School,Public,Y,RN,78,9640 N 28TH ST,PHOENIX,AZ,85028,MARICOPA COUNTY,GREATER THAN,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,96.2%,3.8%,100.0%,94.9%,5.1%,100.0%,97.4%,2.6%,100.0%,5.1%,0.0%,0.0%
Meridian Elementary - Gilbert Public Schools,Public,Y,RN,102,3900 S MOUNTAIN RD,MESA,AZ,85212,MARICOPA COUNTY,GREATER THAN,98.0%,1.0%,99.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
Mesa Arts Academy,Charter,N,,24,221 W 6TH AVE,MESA,AZ,85210,MARICOPA COUNTY,GREATER THAN,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,83.3%,4.2%,87.5%,95.8%,4.2%,100.0%,100.0%,0.0%,100.0%,4.2%,0.0%,4.2%
Mesa Montessori,Private,N,,≤ 20,2830 S CARRIAGE LN,MESA,AZ,85202,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mesa Verde Elementary School,Public,N,,53,1661 W SAGE ST,TUCSON,AZ,85704,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mesa View Elementary School,Public,N,,60,U.S. HWY 191 & N.R. 7,CHINLE,AZ,86503,APACHE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mesquite Elementary,Public,N,,114,9455 E RITA RD,TUCSON,AZ,85747,PIMA COUNTY,GREATER THAN,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,99.1%,0.9%,100.0%,1.8%,0.0%,0.0%
Mesquite Elementary School,Public,Y,RN,65,1101 E MESQUITE ST,GILBERT,AZ,85296,MARICOPA COUNTY,GREATER THAN,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,0.0%
Mesquite Elementary School,Public,N,,77,4451 W 28TH ST,YUMA,AZ,85364,YUMA COUNTY,GREATER THAN,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mesquite Elementary School,Public,Y,RN,66,129 N ARIZOLA RD,CASA GRANDE,,85222,PINAL COUNTY,GREATER THAN,95.5%,3.0%,98.5%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
Metcalf Elementary School,Public,N,,121,904 FAIRBANKS RD.,MORENCI,AZ,85540,GREENLEE COUNTY,GREATER THAN,96.7%,0.8%,97.5%,97.5%,0.8%,98.3%,98.3%,0.8%,99.2%,98.3%,0.8%,99.2%,99.2%,0.8%,100.0%,0.8%,0.0%,0.8%
Mexicayotl Academy,Charter,N,,25,667 N 7TH AVE,TUCSON,AZ,85705,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mexicayotl Charter School,Charter,N,,24,2059 N GRAND AVE,NOGALES,AZ,85621,SANTA CRUZ COUNTY,GREATER THAN,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,4.2%,0.0%,0.0%
Michael Anderson School,Public,Y,LPN,83,45 S 3RD AVE,AVONDALE,AZ,85323,MARICOPA COUNTY,GREATER THAN,96.4%,3.6%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,2.4%,1.2%
Midtown Primary School,Charter,N,,23,4735 N 19TH AVE,PHOENIX,AZ,85015,MARICOPA COUNTY,GREATER THAN,87.0%,0.0%,87.0%,95.7%,0.0%,95.7%,87.0%,0.0%,87.0%,87.0%,0.0%,87.0%,91.3%,0.0%,91.3%,0.0%,0.0%,0.0%
Miles-exploratory Learning Center,Public,Y,RN,31,1400 E BROADWAY BLVD,TUCSON,AZ,85719,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,96.8%,0.0%,96.8%,96.8%,3.2%,100.0%,93.5%,3.2%,96.8%,96.8%,3.2%,100.0%,6.5%,3.2%,0.0%
Milestones Charter School_correct Data,Charter,N,,63,4707 E ROBERT E LEE ST,PHOENIX,AZ,85032,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Miller Elementary School,Public,Y,RN,80,6951 S CAMINO DE LA TIERRA,TUCSON,AZ,85746,PIMA COUNTY,GREATER THAN,97.5%,0.0%,97.5%,97.5%,0.0%,97.5%,97.5%,0.0%,97.5%,97.5%,0.0%,97.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mingus Springs Charter School,Charter,N,,≤ 20,3600 SUNSET DR,CHINO VALLEY,AZ,86323,YAVAPAI COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirage Elementary School,Public,Y,RN,94,3910 W GROVERS AVE,GLENDALE,AZ,85308,MARICOPA COUNTY,GREATER THAN,98.9%,1.1%,100.0%,97.9%,2.1%,100.0%,98.9%,1.1%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
Mis Manos Montessori School/kindergarten,Private,N,,≤ 20,100 W MAGEE RD,TUCSON,AZ,85704,PIMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mission Manor Elementary School,Public,Y,RN,69,600 W SANTA ROSA ST,TUCSON,AZ,85706,PIMA COUNTY,GREATER THAN,97.1%,1.4%,98.6%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
Mission View Elementary School,Public,Y,RN,27,2600 S 8TH AVE,TUCSON,AZ,85713,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mitchell Elementary School,Public,N,,124,1700 N 41ST AVE,PHOENIX,AZ,85009,MARICOPA COUNTY,GREATER THAN,93.5%,0.8%,94.4%,94.4%,0.8%,95.2%,93.5%,0.8%,94.4%,98.4%,0.8%,99.2%,99.2%,0.8%,100.0%,0.8%,0.0%,0.0%
Mobile Elementary School,Public,N,,≤ 20,42798 S 99TH AVE,MARICOPA,AZ,85139,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Model Creek Elementary School,Public,N,RN,≤ 20,18912 W HAYS RANCH RD,KIRKLAND,AZ,86332,YAVAPAI COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mohave Accelerated Elementary East,Charter,N,,22,945 THUMB BUTTE,BULLHEAD CITY,AZ,86429,MOHAVE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mohave Accelerated Learning Center,Charter,N,,64,625 MARINA BLVD,BULLHEAD CITY,AZ,86442,MOHAVE COUNTY,GREATER THAN,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,96.9%,3.1%,100.0%,3.1%,1.6%,3.1%
Mohawk Valley School,Public,N,,≤ 20,5151 S AVENUE 39 E,ROLL,AZ,85347,YUMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Monte Vista,Public,Y,RN,94,3501 E OSBORN RD,PHOENIX,AZ,85018,MARICOPA COUNTY,GREATER THAN,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,0.0%,4.3%,0.0%
Montebello School,Public,N,,130,5725 N 27TH AVE,PHOENIX,AZ,85017,MARICOPA COUNTY,GREATER THAN,98.5%,0.0%,98.5%,99.2%,0.0%,99.2%,99.2%,0.0%,99.2%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Montessori Academy,Charter,N,,26,6050 N INVERGORDON RD,PARADISE VALLEY,AZ,85253,MARICOPA COUNTY,GREATER THAN,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,80.8%,19.2%,100.0%,15.4%,3.8%,15.4%
