SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL,Column1
San Xavier Mission School,Private,1980 W San Xavier Rd. ,Tucson,Pima,85746,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sanborn Elementary,Public,700 North Superstition Blvd.,Chandler,Maricopa,85224,N,,98,99.00%,1.00%,100%,94.90%,0.00%,100%,99.00%,0.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,100%,0.00%,100%,80.60%,1.00%,100%,1.00%,0.00%,0.00%,
Sanders Middle School,Public,Box 250,Sanders,Apache,86512,Y,RN,76,100%,0.00%,100%,55.30%,0.00%,94.70%,53.90%,0.00%,56.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,93.40%,0.00%,100%,0.00%,0.00%,0.00%,
Sandpiper Elementary School,Public,6724 E. Hearn Rd.,Scottsdale,Maricopa,85254,Y,RN,58,94.80%,5.20%,100%,93.10%,5.20%,100%,93.10%,5.20%,100%,94.80%,5.20%,100%,94.80%,5.20%,100%,94.80%,5.20%,100%,94.80%,5.20%,100%,5.20%,0.00%,5.20%,
Sandra Day O'connor Elementary School,Public,4840 E Adobe Rd. ,Mesa,Maricopa,85205,Y,RN,66,98.50%,1.50%,100%,97.00%,1.50%,100%,95.50%,3.00%,100%,97.00%,3.00%,100%,98.50%,1.50%,100%,97.00%,3.00%,100%,83.30%,1.50%,100%,4.50%,1.50%,1.50%,
Santa Clara Elementary,Public,6910 S Santa Clara Ave.,Tucson,Pima,85756,Y,RN,95,98.90%,1.10%,100%,94.70%,1.10%,95.80%,94.70%,1.10%,95.80%,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,0.00%,1.10%,1.10%,
Santa Cruz Catholic School,Private,29 W. 22nd St. ,Tucson,Pima,85713,Y,RN,30,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Santa Cruz Elementary,Public,19845 N Costa Del Sol,Maricopa,Pinal,85239,N,,59,94.90%,3.40%,98.30%,89.80%,6.80%,100%,89.80%,5.10%,100%,93.20%,5.10%,98.30%,94.90%,5.10%,100%,96.60%,3.40%,100%,84.70%,5.10%,100%,8.50%,1.70%,3.40%,
Santa Fe Elementary School,Public,9880 N 77th Ave.,Peoria,Maricopa,85345,Y,LPN,83,100%,0.00%,100%,96.40%,3.60%,100%,96.40%,3.60%,100%,98.80%,1.20%,100%,100%,0.00%,100%,100%,0.00%,100%,90.40%,2.40%,100%,4.80%,0.00%,0.00%,
Santa Maria Middle School,Public,7250 W. Lower Buckeye Rd. ,Phoenix,Maricopa,85043,N,,240,99.60%,0.40%,100%,98.30%,0.80%,100%,98.30%,0.80%,100%,99.20%,0.80%,100%,99.20%,0.80%,100%,99.60%,0.40%,100%,92.50%,0.40%,100%,0.80%,0.40%,0.00%,
Santa Rosa Elementary School,Public,21400 N Santa Rosa Dr.,Maricopa,Pinal,85239,Y,RN,40,95.00%,5.00%,100%,87.50%,5.00%,100%,87.50%,5.00%,100%,97.50%,2.50%,100%,97.50%,2.50%,100%,97.50%,2.50%,100%,77.50%,2.50%,100%,5.00%,0.00%,2.50%,
Santan Elementary,Public,1550 East Chandler Heights Rd.,Chandler,Maricopa,85248,N,,166,97.00%,3.00%,100%,95.80%,4.20%,100%,95.80%,4.20%,100%,96.40%,3.60%,100%,97.00%,3.00%,100%,100%,0.00%,100%,95.20%,4.80%,100%,4.20%,0.60%,0.00%,
Satori Charter School,Charter,3727 N 1st Ave.,Tucson,Pima,85719,N,,24,79.20%,20.80%,100%,70.80%,25.00%,100%,62.50%,33.30%,100%,75.00%,25.00%,100%,83.30%,16.70%,100%,79.20%,20.80%,100%,66.70%,12.50%,100%,25.00%,12.50%,37.50%,
Scottsdale Christian Academy,Private,14400 N. Tatum Blvd.,Phoenix,Maricopa,85032,Y,RN,62,96.80%,3.20%,100%,90.30%,9.70%,100%,90.30%,9.70%,100%,96.80%,3.20%,100%,95.20%,4.80%,100%,96.80%,3.20%,100%,80.60%,4.80%,100%,16.10%,0.00%,3.20%,
Scottsdale Preperatory Academy,Charter,16537 N 92nd St. ,Scottsdale,Maricopa,85260,N,,143,97.20%,1.40%,98.60%,86.70%,7.00%,94.40%,85.30%,5.60%,90.90%,97.20%,2.10%,99.30%,97.20%,2.10%,99.30%,93.70%,2.10%,95.80%,96.50%,2.80%,99.30%,2.10%,0.70%,2.80%,
Second Mesa Day School,Private,P.O. Box 98,Second Mesa,Navajo,86043,N,,39,100%,0.00%,100%,76.90%,0.00%,100%,76.90%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Secrist Middle School,Public,3400 S Houghton Rd. ,Tucson,Pima,85730,N,,159,98.10%,0.60%,98.70%,96.90%,2.50%,100%,96.20%,2.50%,100%,98.10%,0.60%,98.70%,98.70%,1.30%,100%,98.70%,0.60%,99.40%,80.50%,1.30%,100%,3.10%,0.60%,0.60%,
Sedona Charter School,Charter,165 Kachina Dr.,Sedona,Yavapai,86336,N,,21,52.40%,42.90%,95.20%,57.10%,38.10%,95.20%,47.60%,47.60%,95.20%,52.40%,42.90%,95.20%,57.10%,38.10%,95.20%,61.90%,38.10%,100%,52.40%,38.10%,100%,47.60%,0.00%,0.00%,
Self Development Academy,Charter,1709 North Greenfield Rd. ,Mesa,Maricopa,85205,N,,34,97.10%,2.90%,100%,82.40%,5.90%,100%,82.40%,5.90%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,94.10%,2.90%,100%,5.90%,0.00%,0.00%,
Self Development Academy-phoenix,Charter,1515 East Indian School Rd.,Phoenix,Maricopa,85014,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Seligman Elementary School,Public,500 N Main St. ,Seligman,Yavapai,86337,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sentinel Elementary District 71,Public,53802 W. Hwy 80,Dateland,Maricopa,85333,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sequoia Charter Elementary School,Charter,1460 S. Horne St. ,Mesa,Maricopa,85204,N,,61,98.40%,0.00%,98.40%,98.40%,0.00%,98.40%,98.40%,0.00%,98.40%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.70%,0.00%,100%,0.00%,0.00%,0.00%,
Sequoia Choice Az Distance Learning,Charter,323 N. Gilbert Rd. Ste. 104,Mesa,Maricopa,85225,N,,22,77.30%,22.70%,100%,54.50%,45.50%,100%,54.50%,45.50%,100%,77.30%,22.70%,100%,77.30%,22.70%,100%,77.30%,22.70%,100%,63.60%,22.70%,100%,45.50%,0.00%,0.00%,
Sequoia Lehi Charter School,Charter,2331 N Horne Ave. ,Mesa,Maricopa,85203,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sequoia Pathway Academy,Charter,19265 N Porter Rd. ,Maricopa,Pinal,85138,N,,84,98.80%,1.20%,100%,85.70%,6.00%,100%,85.70%,6.00%,100%,98.80%,1.20%,100%,96.40%,3.60%,100%,98.80%,1.20%,100%,88.10%,3.60%,100%,7.10%,0.00%,0.00%,
Sequoia Village School,Charter,982 Full House Ln.,Show Low,Navajo,85901,N,,25,92.00%,8.00%,100%,60.00%,24.00%,100%,72.00%,28.00%,100%,88.00%,12.00%,100%,88.00%,12.00%,100%,88.00%,12.00%,100%,80.00%,8.00%,100%,28.00%,0.00%,8.00%,
Settlers Point Elementary,Public,423 E Settlers Point,Gilbert,Maricopa,85296,N,,67,98.50%,1.50%,100%,97.00%,1.50%,100%,97.00%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,85.10%,3.00%,100%,3.00%,0.00%,1.50%,
Sevilla West School,Public,3851 W Missouri Ave.,Phoenix,Maricopa,85019,N,,273,97.80%,0.00%,97.80%,98.20%,0.40%,99.30%,98.20%,0.70%,98.90%,98.90%,0.00%,98.90%,99.30%,0.00%,99.30%,99.30%,0.00%,99.30%,77.70%,0.00%,100%,0.70%,0.00%,0.00%,
Sharp,Public,7302 E. Adobe St. ,Mesa,Maricopa,85207,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Shaw Butte Elementary School,Public,12202 N. 21st Ave.,Phoenix,Maricopa,85029,N,,82,100%,0.00%,100%,98.80%,0.00%,98.80%,97.60%,2.40%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,86.60%,0.00%,100%,2.40%,0.00%,0.00%,
Sheely Farms Elementary School,Public,9450 W Encanto Blvd.,Phoenix,Maricopa,85037,Y,RN,105,99.00%,1.00%,100%,97.10%,1.90%,100%,97.10%,1.90%,100%,97.10%,1.00%,98.10%,97.10%,1.00%,98.10%,97.10%,1.00%,98.10%,61.00%,1.00%,100%,1.90%,0.00%,1.00%,
Shepherd Of The Desert School,Private,9590 E Shea Blvd.,Scottsdale,Maricopa,85260,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Show Low Jr. High,Public,500 W. Old Linded Rd.,Show Low,Navajo,85901,N,,170,94.70%,5.30%,100%,76.50%,22.90%,100%,75.90%,24.10%,100%,93.50%,6.50%,100%,93.50%,6.50%,100%,95.30%,4.70%,100%,80.00%,5.30%,100%,24.10%,0.00%,4.10%,
Shumway Elementary,Public,1325 N. Shumway Ave.,Chandler,Maricopa,85225,N,,58,96.60%,3.40%,100%,93.10%,3.40%,100%,93.10%,3.40%,96.60%,96.60%,3.40%,100%,94.80%,3.40%,98.30%,94.80%,3.40%,98.30%,69.00%,3.40%,98.30%,3.40%,0.00%,0.00%,
Sierra Middle School,Public,5801 S Del Moral Blvd. ,Tucson,Pima,85706,Y,RN,114,100%,0.00%,100%,100%,0.00%,100%,99.10%,0.00%,99.10%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.70%,0.00%,100%,0.00%,0.00%,0.00%,
Sierra Verde Elementary,Public,7241 W Rose Garden Ln.,Glendale,Maricopa,85308,Y,RN,117,96.60%,3.40%,100%,94.90%,5.10%,100%,95.70%,4.30%,100%,99.10%,0.90%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,82.10%,1.70%,100%,4.30%,0.90%,5.10%,
Silvestre S Herrera School,Public,1350 S 11th St. ,Phoenix,Maricopa,85034,Y,RN,72,100%,0.00%,100%,94.40%,0.00%,95.80%,94.40%,0.00%,95.80%,98.60%,0.00%,98.60%,100%,0.00%,100%,100%,0.00%,100%,97.20%,0.00%,100%,0.00%,0.00%,0.00%,
Sinagua Middle School,Public,3950 East Butler Ave.,Flagstaff,Coconino,86004,Y,RN,339,98.20%,1.80%,100%,94.70%,2.40%,100%,95.30%,2.40%,100%,96.50%,3.50%,100%,97.90%,2.10%,100%,97.60%,2.40%,100%,94.70%,0.00%,100%,3.50%,0.00%,0.00%,
Sirrine Elementary School,Public,591 W Mesquite St. ,Chandler,Maricopa,85225,Y,RN,62,98.40%,1.60%,100%,96.80%,1.60%,100%,96.80%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,72.60%,0.00%,100%,1.60%,1.60%,0.00%,
Skull Valley Elementary,Public,P.O. Box 127,Skull Valley,Yavapai,86338,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sky View Elementary School,Public,8624 W Sweetwater Ave. ,Peoria,Maricopa,85381,Y,LPN,58,100%,0.00%,100%,94.80%,3.40%,98.30%,93.10%,5.20%,98.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,82.80%,0.00%,100%,1.70%,3.40%,0.00%,
Skyline District 5,Charter,Casa Blanca Rd. ,Bapchule,Pinal,85221,Y,RN,33,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Skyline Ranch Elementary School,Public,1084 W San Tan Hills Dr.,San Tan Valley,Pinal,85143,N,,97,96.90%,3.10%,100%,74.20%,3.10%,100%,76.30%,3.10%,99.00%,94.80%,3.10%,97.90%,93.80%,3.10%,96.90%,94.80%,3.10%,97.90%,76.30%,3.10%,97.90%,2.10%,1.00%,0.00%,
Skyview School,Charter,125 S Rush St. ,Prescott,Yavapai,86303,N,,22,81.80%,18.20%,100%,68.20%,27.30%,100%,68.20%,27.30%,100%,77.30%,22.70%,100%,77.30%,22.70%,100%,81.80%,18.20%,100%,63.60%,22.70%,95.50%,27.30%,0.00%,18.20%,
Smoketree Elementary School,Public,2395 Smoketree Ave.,Lake Havasu City,Mohave,86403,Y,RN,81,100%,0.00%,100%,92.60%,4.90%,100%,92.60%,4.90%,100%,100%,0.00%,100%,98.80%,1.20%,100%,100%,0.00%,100%,82.70%,0.00%,100%,4.90%,0.00%,0.00%,
Snowflake Intermediate,Public,682 School Bus Ln.,Snowflake,Navajo,85939,Y,RN,102,91.20%,8.80%,100%,91.20%,8.80%,100%,91.20%,8.80%,100%,91.20%,8.80%,100%,91.20%,8.80%,100%,91.20%,8.80%,100%,65.70%,8.80%,100%,8.80%,0.00%,2.90%,
Solano Elementary School,Public,1526 W. Missouri Ave.,Phoenix,Maricopa,85015,N,,71,95.80%,0.00%,95.80%,97.20%,1.40%,98.60%,0.00%,1.40%,98.60%,95.80%,0.00%,95.80%,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,91.50%,1.40%,100%,1.40%,0.00%,0.00%,
Solomon Elementary School,Public,2250 S Stevens Ave.,Solomon,Graham,85551,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Somerton Middle School,Public,1101 N Somerton Ave.,Somerton,Yuma,85350,Y,RN,323,100%,0.00%,100%,99.40%,0.00%,100%,99.10%,0.00%,99.70%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.60%,0.00%,100%,0.00%,0.00%,0.00%,
Sonoma Ranch Elementary School,Public,601 N Biscayne Dr.,Gilbert,Maricopa,85234,Y,RN,67,98.50%,1.50%,100%,94.00%,3.00%,98.50%,97.00%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,97.00%,3.00%,100%,80.60%,4.50%,100%,9.00%,0.00%,1.50%,
Sonoran Foothills Elemenary School,Public,32150 N North Foothills Dr.,Phoenix,Maricopa,85085,Y,RN,82,95.10%,4.90%,100%,79.30%,6.10%,87.80%,78.00%,6.10%,86.60%,95.10%,4.90%,100%,93.90%,6.10%,100%,93.90%,6.10%,100%,89.00%,2.40%,100%,6.10%,0.00%,6.10%,
Sonoran Heights Elementary,Public,11405 N Greer Ranch Pkwy,Surprise,Maricopa,85379,Y,LPN,89,100%,0.00%,100%,95.50%,1.10%,96.60%,95.50%,1.10%,96.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,67.40%,0.00%,100%,1.10%,0.00%,0.00%,
Sonoran Science Academy,Charter,2535 W Sunset Rd. ,Tucson,Pima,85741,N,,75,97.30%,1.30%,98.70%,86.70%,2.70%,92.00%,85.30%,5.30%,93.30%,93.30%,1.30%,94.70%,94.70%,1.30%,96.00%,92.00%,1.30%,93.30%,69.30%,1.30%,96.00%,1.30%,2.70%,1.30%,
Sonoran Science Academy - Broadway,Charter,6880 E Broadway Blvd.,Tucson,Pima,85710,N,,27,88.90%,11.10%,100%,81.50%,11.10%,92.60%,77.80%,11.10%,92.60%,88.90%,11.10%,100%,88.90%,11.10%,100%,88.90%,11.10%,100%,74.10%,11.10%,100%,11.10%,0.00%,11.10%,
Sonoran Science Academy - Davis Monthan,Charter,"5741 E Ironwood St. , Blding 6",Tucson,Pima,85708,N,,45,100%,0.00%,100%,93.30%,4.40%,100%,93.30%,4.40%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,4.40%,0.00%,0.00%,
Sonoran Science Academy - Peoria,Charter,17667 N 91st Ave.,Peoria,Maricopa,85383,N,,29,100%,0.00%,100%,96.60%,0.00%,100%,96.60%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,86.20%,0.00%,100%,0.00%,0.00%,0.00%,
Sonoran Science Academy - Phoenix,Charter,4837 E Mcdowell Rd. ,Phoenix,Maricopa,85008,N,,21,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,90.50%,0.00%,100%,0.00%,0.00%,0.00%,
Sonoran Sky Elementary School (Glendale),Public,10150 W Missouri Ave,Glendale,Maricopa,85307,N,,71,100%,0.00%,100%,95.80%,2.80%,100%,97.20%,2.80%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,80.30%,0.00%,100%,2.80%,0.00%,0.00%,
Sonoran Sky Elementary School (Scottsdale),Public,12990 N 75th St. ,Scottsdale,Maricopa,85260,Y,RN,107,97.20%,2.80%,100%,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,68.20%,2.80%,90.70%,2.80%,0.00%,2.80%,
Sousa Elementary,Public,616 N Mountain Rd. ,Mesa,Maricopa,85207,Y,RN,85,94.10%,5.90%,100%,90.60%,0.00%,94.10%,90.60%,9.40%,100%,94.10%,5.90%,100%,95.30%,3.50%,98.80%,94.10%,4.70%,98.80%,84.70%,0.00%,100%,5.90%,7.10%,0.00%,
South Valley Prep And Arts School,Charter,7450 S 40th St. ,Phoenix,Maricopa,85042,N,,56,96.40%,0.00%,96.40%,8.90%,0.00%,12.50%,8.90%,0.00%,12.50%,98.20%,0.00%,98.20%,92.90%,0.00%,92.90%,94.60%,0.00%,94.60%,87.50%,0.00%,100%,0.00%,0.00%,0.00%,
Southgate Academy,Public,850 W Valencia Rd. ,Tucson,Pima,85713,N,,74,100%,0.00%,100%,94.60%,5.40%,100%,94.60%,5.40%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,5.40%,0.00%,5.40%,
Southside Community School K & 6,Charter,2701 S Campbell Ave.,Tucson,Pima,85713,N,,22,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.50%,0.00%,100%,0.00%,0.00%,0.00%,
Southwest Elementary School,Public,1111 W Dobbins Rd. ,Phoenix,Maricopa,85041,Y,LPN,59,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,91.50%,0.00%,100%,0.00%,0.00%,0.00%,
Southwestern Christian School,Private,3261 S. Ave. 6 E,Yuma,Yuma,85364,N,,21,95.20%,4.80%,100%,95.20%,4.80%,100%,9.50%,4.80%,100%,95.20%,4.80%,100%,81.00%,4.80%,85.70%,95.20%,4.80%,100%,66.70%,4.80%,100%,4.80%,0.00%,0.00%,
Spectrum Elementary,Public,2846 South Spectrum Way,Gilbert,Maricopa,85295,Y,RN,88,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,95.50%,4.50%,100%,78.40%,3.40%,100%,3.40%,0.00%,2.30%,
SS. Simon and Jude Catholic School,Private,6351 N 27th Ave.,Phoenix,Maricopa,85017,Y,RN,64,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,90.60%,0.00%,100%,0.00%,0.00%,0.00%,
Stanfield Elementary School,Public,515 S. Stanfield Rd.,Stanfield,Pinal,85172,N,,59,96.60%,3.40%,100%,96.60%,0.00%,100%,96.60%,3.40%,100%,96.60%,0.00%,96.60%,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,3.40%,0.00%,0.00%,
Starline Elementary,Public,3150 Starline Dr.,Lake Havasu City,Mohave,86406,Y,RN,99,94.90%,5.10%,100%,96.00%,3.00%,100%,96.00%,3.00%,100%,97.00%,3.00%,100%,96.00%,4.00%,100%,97.00%,3.00%,100%,83.80%,4.00%,100%,5.10%,0.00%,3.00%,
Starshine Academy,Charter,3335 E Mcdowell Rd. ,Phoenix,Maricopa,85008,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Step Up School,Charter,44 E 5th St. ,Mesa,Maricopa,85201,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Stepping Stones Academy,Charter,35812 N. 7th St. ,Phoenix,Maricopa,85086,N,,23,91.30%,8.70%,100%,91.30%,0.00%,100%,87.00%,13.00%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,69.60%,8.70%,100%,8.70%,0.00%,8.70%,
Stetson Hills Elementary,Public,25475 N Stetson Hills Loop R,Glendale,Maricopa,85310,Y,RN,135,98.50%,1.50%,100%,95.60%,2.20%,99.30%,95.60%,2.20%,99.30%,97.80%,1.50%,99.30%,97.80%,1.50%,99.30%,98.50%,1.50%,100%,88.10%,1.50%,99.30%,4.40%,0.00%,0.00%,
Steven R Jasinski Elementary School,Public,4280 S 246th Ave.,Buckeye,Maricopa,85326,N,,126,98.40%,1.60%,100%,96.80%,2.40%,100%,96.80%,2.40%,99.20%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,84.10%,0.80%,100%,1.60%,0.80%,2.40%,
Stevenson Elementary School,Public,638 S 96th St. ,Mesa,Maricopa,85208,Y,RN,112,99.10%,0.90%,100%,94.60%,2.70%,100%,94.60%,2.70%,100%,98.20%,1.80%,100%,98.20%,1.80%,100%,99.10%,0.90%,100%,75.90%,1.80%,100%,1.80%,4.50%,5.40%,
Sts. Peter And Paul Catholic School,Private,1946 E. Lee St.,Tucson,Pima,85719,Y,RN,57,100%,0.00%,100%,96.50%,3.50%,100%,94.70%,5.30%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,93.00%,0.00%,100%,3.50%,1.80%,0.00%,
Summit Academy,Public,1560 W. Summit Place,Chandler,Maricopa,85224,Y,RN,88,96.60%,3.40%,100%,84.10%,8.00%,95.50%,84.10%,6.80%,93.20%,95.50%,4.50%,100%,95.50%,4.50%,100%,96.60%,3.40%,100%,76.10%,0.00%,100%,6.80%,2.30%,0.00%,
Summit School,Public,225 S Orlando St.,Florence,Pinal,85132,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Summit School Of Ahwatukee,Private,4515 E Muirwood Dr.,Phoenix,Maricopa,85048,N,,24,100%,0.00%,100%,50.00%,0.00%,100%,50.00%,0.00%,100%,100%,0.00%,100%,95.80%,0.00%,95.80%,100%,0.00%,100%,83.30%,0.00%,100%,0.00%,0.00%,0.00%,
Summit View Elementary,Public,1900 E Summit St. ,Tucson,Pima,85756,Y,RN,64,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Sun Valley Charter School,Charter,5806 South 35th Ave.,Phoenix,Maricopa,85041,N,,39,100%,0.00%,100%,92.30%,0.00%,100%,97.40%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,92.30%,0.00%,100%,0.00%,0.00%,0.00%,
Sun Valley Elementary,Public,8361 North 95th Ave.,Peoria,Maricopa,85345,Y,LPN,108,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,0.90%,0.00%,0.90%,
Sunburst Elementary School,Public,14218 N 47th Ave.,Glendale,Maricopa,85306,N,,82,98.80%,1.20%,100%,97.60%,2.40%,100%,97.60%,2.40%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,84.10%,1.20%,100%,2.40%,0.00%,1.20%,
Sundance Elementary School (Buckeye),Public,25555 W Durango St. ,Buckeye,Maricopa,85326,Y,LPN,100,95.00%,5.00%,100%,93.00%,5.00%,100%,94.00%,5.00%,100%,94.00%,6.00%,100%,95.00%,5.00%,100%,96.00%,4.00%,100%,86.00%,4.00%,100%,6.00%,0.00%,3.00%,
Sundance Elementary School (Peoria),Public,7051 W Cholla St. ,Peoria,Maricopa,85345,Y,LPN,88,98.90%,1.10%,100%,97.70%,2.30%,100%,97.70%,2.30%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,2.30%,0.00%,1.10%,
Sunflower,Public,5490 W Paradise Ln.,Glendale,Maricopa,85306,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sunland Elementary,Public,5401 S. 7th Ave.,Phoenix,Maricopa,85041,Y,LPN,62,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,93.50%,0.00%,100%,0.00%,0.00%,0.00%,
